Distance_(pixels),Gray_Value
0,2.984
1,3.055
2,3.102
3,3.016
4,3.055
5,3.008
6,3.094
7,3.117
8,3.172
9,3.156
10,3.172
11,3.211
12,3.312
13,3.305
14,3.375
15,3.562
16,3.586
17,3.523
18,3.430
19,3.539
20,3.469
21,3.477
22,3.586
23,3.555
24,3.492
25,3.422
26,3.359
27,3.578
28,3.523
29,3.539
30,3.531
31,3.492
32,3.617
33,3.523
34,3.664
35,3.594
36,3.641
37,3.609
38,3.539
39,3.617
40,3.758
41,3.789
42,3.844
43,4.008
44,3.805
45,4.055
46,4.008
47,4.188
48,3.984
49,4.227
50,4.352
51,4.477
52,4.422
53,4.492
54,4.453
55,4.695
56,4.758
57,4.617
58,4.859
59,4.914
60,5.047
61,5.031
62,5.133
63,5.023
64,5.250
65,5.195
66,5.305
67,5.258
68,5.562
69,5.484
70,5.352
71,5.305
72,5.305
73,5.688
74,5.516
75,5.406
76,5.719
77,5.680
78,5.508
79,5.625
80,5.695
81,5.680
82,5.555
83,5.609
84,5.758
85,5.805
86,5.828
87,5.805
88,5.953
89,5.812
90,5.898
91,5.930
92,5.727
93,5.852
94,6.000
95,6.023
96,6.125
97,6.180
98,6.047
99,6.008
100,6.047
101,6.164
102,6.125
103,5.992
104,6.109
105,6.273
106,6.188
107,6.148
108,6.227
109,6.297
110,6.164
111,6.312
112,6.281
113,6.430
114,6.500
115,6.547
116,6.562
117,6.453
118,6.609
119,6.727
120,6.727
121,6.742
122,6.773
123,6.914
124,6.836
125,6.984
126,7.023
127,6.883
128,7.203
129,7.281
130,7.078
131,7.164
132,7.266
133,7.383
134,7.297
135,7.219
136,7.289
137,7.258
138,7.438
139,7.352
140,7.398
141,7.430
142,7.508
143,7.680
144,7.398
145,7.312
146,7.328
147,7.391
148,7.414
149,7.391
150,7.336
151,7.445
152,7.266
153,7.164
154,7.352
155,7.258
156,7.070
157,7.055
158,7.188
159,7.062
160,6.969
161,7.055
162,7.086
163,6.945
164,6.930
165,6.852
166,6.844
167,6.898
168,6.781
169,6.672
170,6.680
171,6.609
172,6.508
173,6.797
174,6.641
175,6.711
176,6.547
177,6.555
178,6.477
179,6.844
180,6.562
181,6.414
182,6.492
183,6.703
184,6.570
185,6.453
186,6.508
187,6.727
188,6.602
189,6.641
190,6.773
191,6.547
192,6.641
193,6.672
194,6.602
195,6.648
196,6.539
197,6.750
198,6.789
199,6.672
200,6.852
201,6.672
202,6.547
203,6.531
204,6.586
205,6.594
206,6.672
207,6.570
208,6.547
209,6.500
210,6.516
211,6.328
212,6.250
213,6.383
214,6.336
215,6.258
216,5.984
217,5.883
218,5.977
219,5.859
220,5.617
221,5.586
222,5.586
223,5.430
224,5.273
225,5.289
226,5.242
227,5.195
228,4.906
229,4.992
230,4.805
231,4.773
232,4.742
233,4.758
234,4.492
235,4.500
236,4.453
237,4.227
238,4.453
239,4.367
240,4.297
241,4.359
242,4.328
243,4.141
244,4.055
245,4.219
246,4.164
247,4.062
248,4.172
249,4.258
250,4.102
251,4.117
252,4.156
253,4.242
254,4.078
255,4.188
256,4.289
257,4.414
258,4.320
259,4.188
260,4.086
261,4.078
262,4.312
263,3.938
264,3.977
265,4.086
266,4.086
267,4.070
268,3.984
269,3.852
270,3.766
271,3.914
272,3.797
273,3.719
274,3.719
275,3.617
276,3.656
277,3.562
278,3.555
279,3.422
280,3.227
281,3.375
282,3.500
283,3.352
284,3.281
285,3.336
286,3.203
287,3.180
288,2.992
289,2.922
290,2.984
291,3.078
292,2.844
293,2.891
294,2.852
295,2.945
296,2.930
297,2.938
298,2.812
299,2.938
300,2.938
301,3.125
302,2.961
303,2.906
304,2.984
305,3.000
306,2.875
307,3.016
308,3.086
309,2.992
310,3.039
311,3.008
312,2.953
313,3.031
314,3.227
315,3.023
316,3.023
317,3.008
318,3.180
319,3.086
320,3.148
321,3.117
322,3.078
323,2.984
324,3.062
325,3.109
326,3.117
327,3.188
328,3.219
329,3.359
330,3.453
331,3.375
332,3.477
333,3.617
334,3.633
335,3.578
336,3.742
337,3.898
338,3.922
339,4.180
340,4.273
341,4.344
342,4.656
343,4.664
344,4.867
345,5.055
346,5.297
347,5.516
348,5.719
349,6.047
350,6.125
351,6.172
352,6.562
353,6.672
354,6.672
355,6.922
356,7.312
357,7.281
358,7.508
359,7.414
360,7.656
