Distance_(pixels),Gray_Value
0,3.075
1,3.161
2,3.217
3,3.081
4,3.174
5,3.217
6,3.174
7,3.168
8,3.168
9,3.161
10,3.398
11,3.211
12,3.242
13,3.224
14,3.280
15,3.286
16,3.186
17,3.193
18,3.161
19,3.236
20,3.292
21,3.205
22,3.211
23,3.224
24,3.261
25,3.273
26,3.311
27,3.261
28,3.391
29,3.317
30,3.323
31,3.354
32,3.348
33,3.416
34,3.280
35,3.447
36,3.404
37,3.186
38,3.248
39,3.360
40,3.360
41,3.205
42,3.373
43,3.429
44,3.373
45,3.398
46,3.286
47,3.429
48,3.236
49,3.416
50,3.286
51,3.342
52,3.236
53,3.460
54,3.416
55,3.292
56,3.497
57,3.366
58,3.304
59,3.410
60,3.522
61,3.360
62,3.466
63,3.522
64,3.335
65,3.335
66,3.273
67,3.298
68,3.379
69,3.398
70,3.422
71,3.398
72,3.342
73,3.354
74,3.385
75,3.391
76,3.342
77,3.422
78,3.280
79,3.447
80,3.528
81,3.460
82,3.528
83,3.329
84,3.348
85,3.366
86,3.497
87,3.497
88,3.429
89,3.391
90,3.497
91,3.366
92,3.348
93,3.311
94,3.429
95,3.373
96,3.373
97,3.373
98,3.366
99,3.466
100,3.385
101,3.416
102,3.224
103,3.360
104,3.453
105,3.410
106,3.317
107,3.410
108,3.354
109,3.429
110,3.391
111,3.255
112,3.398
113,3.373
114,3.329
115,3.335
116,3.205
117,3.335
118,3.385
119,3.379
120,3.242
121,3.224
122,3.373
123,3.373
124,3.224
125,3.255
126,3.211
127,3.242
128,3.298
129,3.280
130,3.286
131,3.075
132,3.224
133,3.124
134,3.286
135,3.273
136,3.205
137,3.304
138,3.242
139,3.143
140,3.137
141,3.130
142,3.248
143,3.155
144,3.087
145,3.161
146,3.087
147,3.149
148,3.112
149,3.043
150,3.106
151,3.193
152,3.106
153,3.106
154,2.994
155,3.193
156,2.950
157,2.994
158,3.056
159,3.106
160,3.062
161,2.925
162,2.988
163,2.913
164,2.870
165,2.932
166,2.988
167,2.876
168,2.839
169,2.888
170,2.888
171,2.950
172,2.839
173,2.894
174,2.957
175,2.919
176,2.907
177,2.894
178,2.950
179,2.957
180,2.894
181,2.907
182,2.851
183,2.820
184,2.845
185,2.739
186,2.876
187,2.739
188,2.801
189,2.901
190,2.938
191,2.758
192,2.832
193,2.851
194,3.006
195,2.801
196,2.752
197,2.708
198,2.913
199,2.745
200,2.677
201,2.665
202,2.776
203,2.752
204,2.783
205,2.814
206,2.789
207,2.851
208,2.795
209,2.839
210,2.727
211,2.708
