x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-38.30000E-03,+40.20100E-03,+2.68907037E+00,-20.10050E-03,+18.69346748E+00
-38.25000E-03,+40.20100E-03,+2.89007540E+00,-20.10050E-03,+18.49246246E+00
-38.20000E-03,+40.20100E-03,+3.09108043E+00,-20.10050E-03,+18.49246246E+00
-38.15000E-03,+40.20100E-03,+3.49309048E+00,-20.10050E-03,+18.69346748E+00
-38.10000E-03,+40.20100E-03,+3.69409551E+00,-20.10050E-03,+18.69346748E+00
-38.05000E-03,+40.20100E-03,+3.89510053E+00,-20.10050E-03,+18.69346748E+00
-38.00000E-03,+40.20100E-03,+4.29711059E+00,-20.10050E-03,+18.69346748E+00
-37.95000E-03,+40.20100E-03,+4.49811561E+00,-20.10050E-03,+18.69346748E+00
-37.90000E-03,+40.20100E-03,+4.90012567E+00,-20.10050E-03,+18.69346748E+00
-37.85000E-03,+40.20100E-03,+5.30213572E+00,-20.10050E-03,+18.49246246E+00
-37.80000E-03,+60.30151E-03,+5.50314075E+00,-20.10050E-03,+18.69346748E+00
-37.75000E-03,+60.30151E-03,+5.90515080E+00,-40.20100E-03,+18.49246246E+00
-37.70000E-03,+40.20100E-03,+6.30716085E+00,-20.10050E-03,+18.49246246E+00
-37.65000E-03,+40.20100E-03,+6.70917091E+00,-20.10050E-03,+18.49246246E+00
-37.60000E-03,+40.20100E-03,+6.91017593E+00,-20.10050E-03,+18.69346748E+00
-37.55000E-03,+40.20100E-03,+7.31218599E+00,-20.10050E-03,+18.69346748E+00
-37.50000E-03,+40.20100E-03,+7.51319101E+00,-0.0E+00,+18.69346748E+00
-37.45000E-03,+40.20100E-03,+7.91520107E+00,-20.10050E-03,+18.69346748E+00
-37.40000E-03,+40.20100E-03,+8.11620609E+00,-40.20100E-03,+18.69346748E+00
-37.35000E-03,+40.20100E-03,+8.51821615E+00,-20.10050E-03,+18.69346748E+00
-37.30000E-03,+40.20100E-03,+8.71922117E+00,-20.10050E-03,+18.69346748E+00
-37.25000E-03,+40.20100E-03,+8.92022620E+00,-20.10050E-03,+18.69346748E+00
-37.20000E-03,+40.20100E-03,+9.12123123E+00,-20.10050E-03,+18.49246246E+00
-37.15000E-03,+40.20100E-03,+9.52324128E+00,-20.10050E-03,+18.49246246E+00
-37.10000E-03,+40.20100E-03,+9.72424631E+00,-20.10050E-03,+18.49246246E+00
-37.05000E-03,+40.20100E-03,+9.92525133E+00,-20.10050E-03,+18.69346748E+00
-37.00000E-03,+60.30151E-03,+10.32726139E+00,-20.10050E-03,+18.49246246E+00
-36.95000E-03,+40.20100E-03,+10.32726139E+00,-20.10050E-03,+18.49246246E+00
-36.90000E-03,+40.20100E-03,+10.52826642E+00,-0.0E+00,+18.49246246E+00
-36.85000E-03,+40.20100E-03,+10.72927144E+00,-20.10050E-03,+18.49246246E+00
-36.80000E-03,+40.20100E-03,+10.93027647E+00,-20.10050E-03,+18.49246246E+00
-36.75000E-03,+40.20100E-03,+11.13128150E+00,-20.10050E-03,+18.69346748E+00
-36.70000E-03,+40.20100E-03,+11.33228652E+00,-20.10050E-03,+18.69346748E+00
-36.65000E-03,+40.20100E-03,+11.73429658E+00,-20.10050E-03,+18.69346748E+00
-36.60000E-03,+40.20100E-03,+12.13630663E+00,-20.10050E-03,+18.49246246E+00
-36.55000E-03,+40.20100E-03,+12.33731166E+00,-20.10050E-03,+18.49246246E+00
-36.50000E-03,+40.20100E-03,+12.73932171E+00,-20.10050E-03,+18.69346748E+00
-36.45000E-03,+60.30151E-03,+12.94032674E+00,-20.10050E-03,+18.69346748E+00
-36.40000E-03,+40.20100E-03,+13.34233679E+00,-20.10050E-03,+18.49246246E+00
-36.35000E-03,+40.20100E-03,+13.54334182E+00,-20.10050E-03,+18.49246246E+00
-36.30000E-03,+40.20100E-03,+13.74434684E+00,-40.20100E-03,+18.69346748E+00
-36.25000E-03,+40.20100E-03,+13.94535187E+00,-20.10050E-03,+18.49246246E+00
-36.20000E-03,+40.20100E-03,+14.14635690E+00,-20.10050E-03,+18.69346748E+00
-36.15000E-03,+60.30151E-03,+14.34736192E+00,-20.10050E-03,+18.69346748E+00
-36.10000E-03,+40.20100E-03,+14.34736192E+00,-20.10050E-03,+18.69346748E+00
-36.05000E-03,+40.20100E-03,+14.74937198E+00,+0.0E+00,+18.69346748E+00
-36.00000E-03,+40.20100E-03,+14.95037700E+00,+0.0E+00,+18.49246246E+00
-35.95000E-03,+40.20100E-03,+14.95037700E+00,-20.10050E-03,+18.69346748E+00
-35.90000E-03,+40.20100E-03,+15.15138203E+00,-20.10050E-03,+18.49246246E+00
-35.85000E-03,+40.20100E-03,+15.15138203E+00,-20.10050E-03,+18.69346748E+00
-35.80000E-03,+40.20100E-03,+15.55339208E+00,-20.10050E-03,+18.69346748E+00
-35.75000E-03,+40.20100E-03,+15.75439711E+00,+0.0E+00,+18.69346748E+00
