x-axis,1,2
second,Volt,Volt
-24.98562E-03,+12.66331668E+00,+4.43599250E+00
-24.96062E-03,+12.66331668E+00,+4.56061561E+00
-24.93562E-03,+12.66331668E+00,+4.56061561E+00
-24.91062E-03,+12.58693477E+00,+4.76162064E+00
-24.88562E-03,+12.46231166E+00,+4.83800255E+00
-24.86062E-03,+12.46231166E+00,+4.96262567E+00
-24.83562E-03,+12.33768854E+00,+4.96262567E+00
-24.81062E-03,+12.26130663E+00,+5.16363069E+00
-24.78562E-03,+12.26130663E+00,+5.16363069E+00
-24.76062E-03,+12.26130663E+00,+5.36463572E+00
-24.73562E-03,+12.26130663E+00,+5.36463572E+00
-24.71062E-03,+12.06030160E+00,+5.36463572E+00
-24.68562E-03,+12.06030160E+00,+5.64202266E+00
-24.66062E-03,+11.93567849E+00,+5.56564075E+00
-24.63562E-03,+11.85929658E+00,+5.76664577E+00
-24.61062E-03,+11.85929658E+00,+5.76664577E+00
-24.58562E-03,+11.78291467E+00,+5.96765080E+00
-24.56062E-03,+11.65829155E+00,+5.96765080E+00
-24.53562E-03,+11.65829155E+00,+6.09227392E+00
-24.51062E-03,+11.65829155E+00,+6.16865583E+00
-24.48562E-03,+11.53366843E+00,+6.24503774E+00
-24.46062E-03,+11.58190964E+00,+6.36966085E+00
-24.43562E-03,+11.45728652E+00,+6.36966085E+00
-24.41062E-03,+11.38090461E+00,+6.57066588E+00
-24.38562E-03,+11.33266341E+00,+6.57066588E+00
-24.36062E-03,+11.25628150E+00,+6.77167091E+00
-24.33562E-03,+11.13165838E+00,+6.77167091E+00
-24.31062E-03,+11.17989958E+00,+6.77167091E+00
-24.28562E-03,+11.05527647E+00,+6.97267593E+00
-24.26062E-03,+11.05527647E+00,+7.04905784E+00
-24.23562E-03,+10.85427144E+00,+7.17368096E+00
-24.21062E-03,+11.05527647E+00,+7.17368096E+00
-24.18562E-03,+10.85427144E+00,+7.17368096E+00
-24.16062E-03,+10.85427144E+00,+7.37468599E+00
-24.13562E-03,+10.72964833E+00,+7.49930910E+00
-24.11062E-03,+10.65326642E+00,+7.57569101E+00
-24.08562E-03,+10.52864330E+00,+7.57569101E+00
-24.06062E-03,+10.52864330E+00,+7.57569101E+00
-24.03562E-03,+10.45226139E+00,+7.65207292E+00
-24.01062E-03,+10.45226139E+00,+7.77669604E+00
-23.98562E-03,+10.25125636E+00,+7.77669604E+00
-23.96062E-03,+10.32763827E+00,+7.97770107E+00
-23.93562E-03,+10.25125636E+00,+8.17870609E+00
-23.91062E-03,+10.25125636E+00,+8.05408298E+00
