Distance_(pixels),Gray_Value
0,160.000
1,105.000
2,3.038
3,3.295
4,3.359
5,3.256
6,3.237
7,3.282
8,3.321
9,3.244
10,3.231
11,3.385
12,3.474
13,3.353
14,3.417
15,3.321
16,3.314
17,3.391
18,3.308
19,3.276
20,3.340
21,3.346
22,3.365
23,3.378
24,3.397
25,3.391
26,3.417
27,3.417
28,3.442
29,3.314
30,3.603
31,3.506
32,3.468
33,3.423
34,3.538
35,3.506
36,3.449
37,3.474
38,3.474
39,3.417
40,3.397
41,3.487
42,3.526
43,3.378
44,3.442
45,3.513
46,3.577
47,3.571
48,3.532
49,3.513
50,3.442
51,3.545
52,3.474
53,3.468
54,3.423
55,3.506
56,3.500
57,3.468
58,3.635
59,3.583
60,3.590
61,3.538
62,3.564
63,3.474
64,3.532
65,3.667
66,3.551
67,3.526
68,3.481
69,3.391
70,3.596
71,3.583
72,3.538
73,3.558
74,3.538
75,3.545
76,3.513
77,3.487
78,3.462
79,3.590
80,3.455
81,3.660
82,3.526
83,3.615
84,3.609
85,3.545
86,3.564
87,3.500
88,3.699
89,3.756
90,3.660
91,3.506
92,3.673
93,3.641
94,3.506
95,3.513
96,3.571
97,3.564
98,3.538
99,3.596
100,3.526
101,3.577
102,3.532
103,3.506
104,3.506
105,3.596
106,3.481
107,3.583
108,3.397
109,3.571
110,3.558
111,3.519
112,3.635
113,3.532
114,3.526
115,3.500
116,3.494
117,3.506
118,3.423
119,3.372
120,3.513
121,3.436
122,3.423
123,3.359
124,3.481
125,3.500
126,3.372
127,3.346
128,3.397
129,3.391
130,3.372
131,3.314
132,3.346
133,3.256
134,3.256
135,3.231
136,3.410
137,3.397
138,3.365
139,3.333
140,3.359
141,3.365
142,3.244
143,3.179
144,3.333
145,3.276
146,3.282
147,3.308
148,3.205
149,3.256
150,3.301
151,3.237
152,3.263
153,3.231
154,3.282
155,3.321
156,3.269
157,3.372
158,3.212
159,3.288
160,3.263
161,3.282
162,3.192
163,3.109
164,3.154
165,3.199
166,3.090
167,3.109
168,3.186
169,3.064
170,2.987
171,3.026
172,3.071
173,3.103
174,2.968
175,3.096
176,2.981
177,3.103
178,3.045
179,3.077
180,3.071
181,3.058
182,3.038
183,3.051
184,3.058
185,2.994
186,2.974
187,2.910
188,3.038
189,2.987
190,3.000
191,3.103
192,3.090
193,2.962
194,3.071
195,2.994
196,3.071
197,2.955
198,2.955
199,2.962
200,2.936
201,2.936
202,2.936
203,2.859
204,3.064
205,2.929
206,2.936
207,3.096
208,2.987
209,3.026
210,2.994
211,3.077
212,2.994
213,2.801
214,3.071
215,3.122
216,3.038
217,3.032
218,3.038
219,3.013
220,3.071
221,3.006
222,2.987
223,3.109
224,3.006
225,3.071
226,3.083
227,3.019
228,3.179
229,3.147
230,2.962
231,3.109
232,3.244
233,3.263
234,3.205
235,3.160
236,3.109
237,3.218
238,3.128
239,3.231
240,3.314
241,3.103
242,3.237
243,3.205
244,3.353
245,3.372
246,3.327
247,3.365
248,3.365
249,3.372
250,3.429
251,3.526
252,3.423
253,3.417
254,3.500
255,3.468
256,3.628
257,3.609
258,3.667
259,3.679
260,3.840
261,3.763
262,3.814
263,3.731
264,3.891
265,3.782
266,3.795
267,3.801
268,3.949
269,4.051
270,4.071
271,4.173
272,4.051
273,4.109
274,4.237
275,4.327
276,4.500
277,4.449
278,4.385
279,4.404
280,4.526
281,4.449
282,4.455
283,4.558
284,4.718
285,4.821
286,4.769
287,4.840
288,4.840
289,4.949
290,4.968
291,4.994
292,5.064
293,5.244
294,5.378
295,5.346
296,5.353
297,5.538
298,5.494
299,5.487
300,5.500
301,5.718
302,5.782
303,5.801
304,5.833
305,5.974
306,6.288
307,6.019
308,6.244
309,6.353
310,6.474
311,6.372
312,6.532
313,6.603
314,6.769
315,6.788
316,6.878
317,7.045
318,7.205
319,7.327
320,7.455
321,7.455
322,7.596
323,7.795
324,7.808
325,7.788
326,8.026
327,8.147
328,8.147
329,8.404
330,8.449
331,8.692
332,8.795
333,9.013
334,9.026
335,9.212
336,9.359
337,9.590
338,9.506
339,9.538
340,9.801
341,9.840
342,10.096
343,10.071
344,10.308
345,10.494
346,10.519
347,10.776
348,10.673
349,11.064
350,10.994
351,11.090
352,11.462
353,11.577
354,11.571
355,11.814
356,11.974
357,11.955
358,12.231
359,12.340
360,12.378
361,12.609
362,12.897
363,12.942
364,13.192
365,13.224
366,13.673
367,13.814
368,13.769
369,13.929
370,14.135
371,14.192
372,14.513
373,14.647
374,14.641
375,14.846
376,15.115
377,15.346
378,15.385
379,15.564
380,15.859
381,15.929
382,16.244
383,16.160
384,16.519
385,16.827
386,17.006
387,17.314
388,17.564
389,17.750
390,17.987
391,18.167
392,18.179
393,18.500
394,18.808
395,18.949
396,19.173
397,19.205
398,19.968
399,20.045
