Distance_(pixels),Gray_Value
0,3.000
1,3.176
2,3.152
3,2.964
4,3.067
5,3.103
6,3.127
7,3.091
8,3.115
9,3.133
10,3.315
11,3.176
12,3.115
13,3.158
14,3.133
15,3.188
16,3.103
17,3.115
18,3.188
19,3.212
20,3.230
21,3.158
22,3.188
23,3.176
24,3.206
25,3.194
26,3.255
27,3.182
28,3.327
29,3.261
30,3.248
31,3.248
32,3.345
33,3.194
34,3.279
35,3.248
36,3.261
37,3.182
38,3.218
39,3.400
40,3.273
41,3.218
42,3.297
43,3.455
44,3.388
45,3.333
46,3.194
47,3.382
48,3.182
49,3.430
50,3.248
51,3.315
52,3.176
53,3.315
54,3.267
55,3.267
56,3.388
57,3.309
58,3.315
59,3.309
60,3.418
61,3.297
62,3.327
63,3.461
64,3.315
65,3.339
66,3.261
67,3.297
68,3.333
69,3.358
70,3.339
71,3.297
72,3.370
73,3.424
74,3.352
75,3.321
76,3.182
77,3.321
78,3.352
79,3.309
80,3.339
81,3.382
82,3.400
83,3.236
84,3.364
85,3.321
86,3.442
87,3.424
88,3.358
89,3.303
90,3.358
91,3.388
92,3.333
93,3.267
94,3.400
95,3.291
96,3.285
97,3.358
98,3.291
99,3.303
100,3.339
101,3.291
102,3.230
103,3.285
104,3.248
105,3.406
106,3.297
107,3.176
108,3.261
109,3.339
110,3.309
111,3.218
112,3.309
113,3.309
114,3.339
115,3.255
116,3.133
117,3.218
118,3.218
119,3.255
120,3.230
121,3.188
122,3.182
123,3.303
124,3.164
125,3.194
126,3.230
127,3.152
128,3.333
129,3.133
130,3.127
131,3.206
132,3.103
133,3.012
134,3.230
135,3.188
136,3.212
137,3.218
138,3.055
139,3.061
140,3.085
141,3.073
142,2.982
143,3.115
144,3.103
145,3.079
146,3.055
147,3.121
148,2.970
149,3.024
150,3.055
151,3.024
152,3.061
153,3.018
154,3.042
155,3.048
156,2.982
157,3.006
158,3.042
159,3.036
160,2.982
161,2.897
162,2.909
163,2.933
164,2.830
165,2.824
166,2.988
167,2.848
168,2.800
169,2.824
170,2.806
171,2.861
172,2.800
173,2.855
174,2.806
175,2.848
176,2.897
177,2.885
178,2.885
179,2.836
180,2.836
181,2.891
182,2.715
183,2.770
184,2.776
185,2.764
186,2.848
187,2.733
188,2.697
189,2.909
190,2.745
191,2.685
192,2.800
193,2.661
194,2.933
195,2.733
196,2.685
197,2.782
198,2.855
199,2.697
200,2.648
201,2.685
202,2.721
203,2.655
204,2.733
205,2.830
206,2.715
207,2.745
208,2.794
209,2.745
210,2.648
211,2.636
212,2.800
213,2.788
214,2.703
215,2.745
216,2.794
217,2.752
218,2.752
219,2.661
220,2.788
221,2.824
222,2.758
223,2.824
224,2.733
225,2.733
226,2.927
227,2.842
228,2.806
229,2.891
230,2.976
231,2.970
232,2.921
233,2.867
234,2.818
235,2.927
236,2.788
237,2.958
238,3.012
239,2.927
240,2.958
241,3.024
242,3.085
243,3.085
244,3.067
245,3.018
246,3.097
247,3.024
248,3.145
249,3.164
250,3.133
251,3.194
252,3.206
253,3.115
254,3.352
255,3.267
256,3.321
257,3.327
258,3.533
259,3.424
260,3.382
261,3.382
262,3.545
263,3.503
264,3.485
265,3.539
266,3.582
267,3.685
268,3.715
269,3.873
270,3.661
271,3.715
272,3.903
273,3.988
274,4.127
275,4.109
276,4.012
277,4.073
278,4.115
279,4.103
280,4.006
281,4.139
282,4.364
283,4.376
284,4.364
285,4.509
286,4.485
287,4.430
288,4.703
289,4.721
290,4.782
291,4.758
292,5.097
293,4.897
294,4.958
295,5.115
296,5.006
297,5.073
298,5.194
299,5.285
300,5.382
301,5.539
302,5.576
303,5.606
304,5.879
305,5.703
306,5.770
307,6.000
308,6.194
309,6.055
310,6.188
311,6.321
312,6.370
313,6.503
314,6.594
315,6.582
316,6.824
317,6.794
318,7.115
319,7.036
320,7.079
321,7.200
322,7.212
323,7.242
324,7.515
325,7.618
326,7.533
327,7.752
328,7.824
329,7.812
330,8.103
331,8.194
332,8.273
333,8.297
334,8.358
335,8.594
336,8.570
337,8.533
338,8.788
339,8.952
340,8.964
341,8.976
342,9.170
343,9.394
344,9.564
345,9.745
346,9.648
347,9.806
348,9.891
349,9.897
350,10.206
351,10.224
352,10.491
353,10.582
354,10.909
355,10.891
356,11.127
357,11.333
358,11.255
359,11.394
360,11.764
361,11.921
362,12.164
363,12.255
364,12.479
365,12.721
366,12.752
367,12.867
368,13.152
369,13.139
370,13.521
371,13.739
372,13.830
373,14.097
374,14.364
375,14.618
376,14.636
377,14.764
378,15.048
379,15.291
380,15.455
381,15.618
382,15.842
383,16.152
384,16.491
385,16.758
386,16.903
387,17.018
388,17.248
389,17.491
390,17.788
391,17.988
392,18.103
393,18.327
394,18.624
395,18.909
396,19.394
397,19.503
398,19.703
399,20.055
400,20.121
401,20.515
402,20.697
403,21.018
404,21.036
405,21.479
406,21.697
407,21.812
408,22.297
409,22.509
410,22.339
411,22.600
412,22.970
413,23.170
414,23.412
415,23.497
416,24.164
417,23.909
418,24.212
419,24.636
420,24.739
421,24.945
422,25.212
423,25.376
424,25.691
425,25.800
426,25.958
427,26.345
428,26.430
429,26.624
430,26.970
431,27.121
432,27.188
433,27.624
434,27.812
435,27.848
436,28.709
437,28.636
438,28.455
439,28.703
440,29.200
441,29.358
442,29.624
443,29.679
444,29.824
445,29.703
446,30.273
447,30.600
448,30.685
449,30.945
450,31.000
451,31.412
452,31.279
453,31.558
454,32.321
455,32.691
456,32.412
457,32.721
458,33.230
459,33.655
460,33.739
461,33.964
462,34.394
463,34.879
464,34.824
465,35.309
466,35.970
467,36.267
468,36.497
469,36.733
470,37.273
471,37.406
472,38.018
473,38.442
474,38.552
475,39.133
476,39.576
477,40.103
478,40.582
479,40.909
480,41.503
481,42.067
482,42.770
483,43.133
484,43.576
485,44.012
486,44.467
487,45.212
488,45.879
489,46.145
490,46.515
491,47.297
492,47.667
493,48.358
494,48.970
495,49.800
496,50.321
497,50.958
498,50.976
499,51.236
500,51.812
501,52.848
502,53.091
503,53.764
504,53.400
505,54.133
506,54.727
507,54.570
508,55.467
509,55.697
510,55.818
511,56.139
512,55.824
513,55.806
514,55.697
515,55.855
516,55.855
517,56.127
518,56.248
519,56.327
520,55.515
521,55.394
522,54.818
523,54.358
524,54.479
525,54.127
526,53.515
527,52.836
528,52.558
529,52.297
530,51.461
531,50.733
532,50.339
533,49.697
534,49.139
535,48.309
536,47.721
537,47.424
538,46.921
539,46.521
540,46.206
541,45.776
542,45.352
543,45.248
544,45.115
545,45.236
546,45.139
547,45.345
548,45.297
549,45.606
550,46.600
551,47.303
552,47.370
553,48.709
554,49.352
555,50.418
556,52.079
557,53.364
558,54.921
559,56.545
560,57.806
561,59.727
562,61.855
563,63.830
564,65.915
565,68.091
566,70.733
567,72.630
568,74.479
569,76.709
570,79.461
571,82.085
572,84.297
573,86.515
574,87.927
575,90.030
576,91.121
577,92.964
578,94.267
579,96.085
580,97.418
581,98.297
582,98.339
583,98.303
584,98.836
585,98.564
586,98.412
587,97.570
588,96.121
589,94.618
590,93.570
591,91.964
592,89.527
593,86.891
594,84.764
595,81.527
596,78.788
597,75.364
598,71.673
599,68.309
600,64.467
601,60.279
602,56.830
603,52.958
604,48.903
605,45.267
606,41.333
607,37.848
608,34.782
609,31.897
610,28.527
611,26.073
612,23.891
613,22.024
614,20.552
615,19.315
616,18.515
617,18.370
618,18.673
619,19.370
620,20.570
621,22.139
622,24.036
623,26.600
624,29.485
625,32.818
626,36.424
627,40.273
628,44.624
629,49.194
630,53.697
631,58.770
632,63.776
633,69.230
634,74.382
635,79.127
636,84.806
637,90.079
638,94.127
639,98.921
640,103.545
641,106.921
642,110.648
643,114.315
644,116.970
645,119.345
646,120.667
647,121.782
648,123.248
649,123.200
650,123.309
651,122.370
652,120.212
653,118.097
654,115.212
655,112.461
656,108.497
657,105.327
658,100.430
659,95.721
660,91.152
661,86.164
662,81.139
663,75.564
664,70.194
665,64.915
666,59.673
667,54.570
668,49.630
669,44.612
670,39.788
671,35.606
672,32.000
673,28.406
674,24.970
675,22.339
676,20.236
677,18.267
678,17.182
679,16.418
680,16.145
681,16.230
682,16.667
683,17.988
684,19.582
685,21.570
686,23.964
687,26.752
688,29.606
689,32.897
690,36.352
691,40.018
692,44.176
693,48.739
694,52.679
695,57.012
696,61.430
697,65.691
698,69.848
699,73.715
700,77.418
701,81.042
702,84.933
703,87.994
704,90.842
705,93.648
706,95.818
707,97.897
708,100.467
709,101.733
710,102.103
711,102.794
712,103.927
713,104.042
714,104.527
715,103.691
716,103.455
717,102.661
718,101.218
719,99.721
720,97.691
721,95.467
722,93.806
723,91.261
724,89.097
725,86.230
726,84.333
727,81.739
728,78.430
729,76.067
730,73.297
731,70.558
732,68.212
733,65.909
734,63.685
735,61.121
736,58.358
737,56.430
738,55.079
739,53.297
740,51.661
741,50.079
742,48.352
743,47.352
744,46.036
745,45.315
746,44.509
747,43.655
748,43.285
749,43.182
750,43.218
751,42.952
752,43.042
753,43.370
754,43.297
755,43.642
756,44.103
757,44.612
758,45.115
759,45.909
760,47.091
761,47.624
762,48.248
763,48.855
764,49.521
765,50.461
766,51.115
767,51.855
768,52.267
769,53.085
770,53.933
771,54.545
772,55.097
773,55.782
774,56.382
775,56.830
776,57.479
777,57.418
778,57.545
779,57.903
780,57.891
781,58.430
782,58.509
783,58.358
784,58.073
785,57.976
786,57.642
787,57.327
788,57.182
789,56.558
790,56.824
791,56.139
792,56.024
793,55.430
794,54.879
795,54.309
796,53.952
797,53.145
798,52.709
799,52.133
800,51.624
801,51.145
802,50.321
803,49.648
804,49.461
805,48.588
806,47.794
807,47.170
808,46.170
809,45.436
810,45.333
811,44.861
812,44.339
813,43.673
814,43.315
815,42.491
816,41.970
817,41.485
818,41.121
819,40.497
820,40.030
821,39.545
822,39.388
823,38.897
824,38.388
825,37.885
826,37.442
827,36.976
828,36.939
829,36.636
830,36.097
831,35.667
832,35.297
833,35.200
834,34.770
835,34.376
836,34.273
837,34.285
838,34.012
839,33.600
840,33.224
841,32.861
842,32.667
843,32.479
844,32.394
845,32.176
846,31.800
847,31.485
848,31.382
849,31.218
850,31.176
851,30.794
852,30.412
853,30.400
854,30.042
855,29.697
856,29.715
857,29.545
858,29.352
859,29.079
860,28.812
861,28.727
862,28.333
863,28.109
864,27.982
865,27.842
866,27.800
867,27.564
868,27.303
869,27.176
870,26.885
871,26.497
872,26.079
873,25.970
874,25.473
875,25.527
876,25.297
877,25.139
878,24.970
879,24.733
880,24.442
881,24.133
882,24.067
883,23.848
884,23.418
885,23.248
886,23.121
887,22.782
888,22.667
889,22.267
890,22.042
891,21.642
892,21.721
893,21.315
894,21.091
895,20.764
896,20.673
897,20.442
898,19.873
899,19.685
900,19.376
901,19.303
902,19.061
903,18.776
904,18.364
905,18.236
906,18.048
907,18.055
908,17.509
909,17.479
910,17.285
911,16.903
912,16.745
913,16.479
914,16.103
915,15.897
916,16.000
917,15.715
918,15.279
919,15.036
920,14.885
921,14.703
922,14.570
923,14.261
924,13.788
925,13.909
926,13.455
927,13.394
928,13.255
929,13.170
930,12.921
931,12.636
932,12.552
933,12.352
934,12.376
935,12.097
936,11.855
937,11.648
938,11.491
939,11.600
940,11.297
941,11.152
942,11.061
943,10.782
944,10.727
945,10.673
946,10.461
947,10.345
948,10.097
949,9.982
950,9.806
951,9.806
952,9.576
953,9.594
954,9.358
955,9.279
956,9.388
957,9.200
958,9.000
959,8.806
960,8.794
961,8.691
962,8.570
963,8.545
964,8.352
965,8.352
966,8.194
967,7.982
968,7.903
969,7.873
970,7.752
971,7.642
972,7.570
973,7.515
974,7.430
975,7.188
976,7.194
977,7.182
978,6.903
979,6.764
980,6.800
981,6.661
982,6.515
983,6.533
984,6.279
985,6.321
986,6.339
987,6.152
988,6.109
989,5.788
990,5.982
991,5.770
992,5.679
993,5.558
994,5.600
995,5.564
996,5.303
997,5.339
998,5.145
999,5.115
1000,5.109
1001,5.024
1002,4.891
1003,4.752
1004,4.685
1005,4.721
1006,4.612
1007,4.515
1008,4.497
1009,4.527
