x-axis,1,2,3,F1
second,Volt,Volt,Volt,Volt
+698.5000E-06,+537.4070295E-03,+2.2512562573E+00,-92.4623106E-03,-1.6646479258E+00
+698.7500E-06,+548.7135621E-03,+2.2512562573E+00,-88.4422101E-03,-1.7047937997E+00
+699.0000E-06,+548.7135621E-03,+2.2512562573E+00,-88.4422101E-03,-1.6885279305E+00
+699.2500E-06,+562.5326574E-03,+2.2512562573E+00,-88.4422101E-03,-1.6747645028E+00
+699.5000E-06,+568.8140644E-03,+2.2512562573E+00,-84.4221096E-03,-1.6685083993E+00
+699.7500E-06,+568.8140644E-03,+2.3316582665E+00,-84.4221096E-03,-1.7337702402E+00
+700.0000E-06,+568.8140644E-03,+2.3316582665E+00,-80.4020092E-03,-1.7488306649E+00
+700.2500E-06,+575.0954714E-03,+2.3316582665E+00,-83.1658283E-03,-1.7488306649E+00
+700.5000E-06,+580.1205969E-03,+2.3316582665E+00,-80.4020092E-03,-1.7488306649E+00
+700.7500E-06,+588.9145667E-03,+2.3316582665E+00,-80.4020092E-03,-1.7450770028E+00
+701.0000E-06,+607.7587876E-03,+2.3316582665E+00,-80.4020092E-03,-1.7288111337E+00
+701.2500E-06,+602.7336620E-03,+2.4120602757E+00,-77.6381901E-03,-1.8091333993E+00
+701.5000E-06,+597.7085364E-03,+2.3316582665E+00,-76.3819087E-03,-1.7288111337E+00
+701.7500E-06,+609.0150690E-03,+2.4120602757E+00,-72.3618083E-03,-1.7740534433E+00
+702.0000E-06,+609.0150690E-03,+2.4874371592E+00,-72.3618083E-03,-1.7891138680E+00
+702.2500E-06,+622.8341643E-03,+2.4371859036E+00,-72.3618083E-03,-1.7753504403E+00
+702.5000E-06,+617.8090387E-03,+2.4472361546E+00,-72.3618083E-03,-1.7891138680E+00
+702.7500E-06,+629.1155713E-03,+2.4924622849E+00,-68.3417078E-03,-1.7841547615E+00
+703.0000E-06,+629.1155713E-03,+2.4874371592E+00,-64.5728636E-03,-1.8443964607E+00
+703.2500E-06,+635.3969783E-03,+2.4924622849E+00,-64.3216074E-03,-1.8494166024E+00
+703.5000E-06,+649.2160736E-03,+2.5728642941E+00,-64.3216074E-03,-1.8293970712E+00
+703.7500E-06,+649.2160736E-03,+2.4924622849E+00,-63.5678385E-03,-1.8456629403E+00
+704.0000E-06,+649.2160736E-03,+2.4924622849E+00,-64.0703511E-03,-1.8481653817E+00
+704.2500E-06,+663.0351689E-03,+2.5728642941E+00,-60.3015069E-03,-1.8846186287E+00
+704.5000E-06,+669.3165759E-03,+2.5376884151E+00,-58.0402004E-03,-1.8745783457E+00
+704.7500E-06,+669.3165759E-03,+2.5728642941E+00,-56.2814064E-03,-1.9059656747E+00
+705.0000E-06,+669.3165759E-03,+2.5728642941E+00,-52.5125623E-03,-1.8896998055E+00
+705.2500E-06,+669.3165759E-03,+2.5728642941E+00,-56.2814064E-03,-1.8896998055E+00
+705.5000E-06,+689.4170782E-03,+2.5728642941E+00,-54.0200999E-03,-1.8784388192E+00
+705.7500E-06,+689.4170782E-03,+2.5728642941E+00,-52.2613060E-03,-1.8696802743E+00
+706.0000E-06,+689.4170782E-03,+2.5728642941E+00,-48.4924618E-03,-1.8696802743E+00
+706.2500E-06,+689.4170782E-03,+2.6281406753E+00,-49.4974869E-03,-1.8696802743E+00
+706.5000E-06,+698.2110479E-03,+2.6532663032E+00,-48.2412055E-03,-1.8609217294E+00
+706.7500E-06,+705.7487363E-03,+2.5879396707E+00,-47.4874367E-03,-1.8847406990E+00
+707.0000E-06,+709.5175805E-03,+2.6532663032E+00,-44.2211051E-03,-1.9299830087E+00
+707.2500E-06,+703.2361735E-03,+2.6532663032E+00,-44.2211051E-03,-1.9362391122E+00
+707.5000E-06,+709.5175805E-03,+2.6532663032E+00,-40.2010046E-03,-1.8948420175E+00
+707.7500E-06,+709.5175805E-03,+2.6683416799E+00,-39.4472358E-03,-1.9299830087E+00
+708.0000E-06,+729.6180828E-03,+2.6532663032E+00,-40.2010046E-03,-1.9287317879E+00
+708.2500E-06,+729.6180828E-03,+2.6532663032E+00,-36.1809041E-03,-1.9237269051E+00
+708.5000E-06,+729.6180828E-03,+2.6532663032E+00,-36.1809041E-03,-1.9099634774E+00
+708.7500E-06,+729.6180828E-03,+2.7185929358E+00,-36.1809041E-03,-1.9099634774E+00
+709.0000E-06,+729.6180828E-03,+2.7336683124E+00,-32.1608037E-03,-1.9852656013E+00
+709.2500E-06,+729.6180828E-03,+2.7085426845E+00,-30.9045223E-03,-1.9099634774E+00
+709.5000E-06,+749.7185851E-03,+2.7336683124E+00,-29.8994972E-03,-1.9790247567E+00
+709.7500E-06,+749.7185851E-03,+2.7336683124E+00,-31.4070348E-03,-1.9702662118E+00
+710.0000E-06,+749.7185851E-03,+2.7336683124E+00,-24.1206028E-03,-1.8899439462E+00
+710.2500E-06,+749.7185851E-03,+2.7336683124E+00,-24.1206028E-03,-1.9702662118E+00
+710.5000E-06,+749.7185851E-03,+2.7336683124E+00,-24.1206028E-03,-1.9702662118E+00
+710.7500E-06,+766.0502432E-03,+2.7336683124E+00,-23.3668339E-03,-1.9702662118E+00
+711.0000E-06,+768.5628059E-03,+2.7336683124E+00,-20.1005023E-03,-1.9702662118E+00
+711.2500E-06,+769.8190873E-03,+2.7336683124E+00,-20.1005023E-03,-1.9502466805E+00
+711.5000E-06,+758.5125548E-03,+2.7788944427E+00,-17.8391958E-03,-1.9615076669E+00
+711.7500E-06,+769.8190873E-03,+2.7336683124E+00,-16.0804018E-03,-1.9502466805E+00
+712.0000E-06,+769.8190873E-03,+2.7336683124E+00,-12.3115577E-03,-1.9502466805E+00
+712.2500E-06,+769.8190873E-03,+2.7889446936E+00,-12.0603014E-03,-1.9502466805E+00
+712.5000E-06,+778.6130571E-03,+2.7336683124E+00,-12.0603014E-03,-1.9502466805E+00
+712.7500E-06,+769.8190873E-03,+2.7336683124E+00,-8.7939697E-03,-1.9502466805E+00
+713.0000E-06,+788.6633082E-03,+2.7386934381E+00,-8.0402009E-03,-1.9364985117E+00
+713.2500E-06,+789.9195896E-03,+2.8140703216E+00,-8.0402009E-03,-2.0105494149E+00
+713.5000E-06,+789.9195896E-03,+2.8140703216E+00,-4.0201005E-03,-1.9741266853E+00
+713.7500E-06,+789.9195896E-03,+2.7989949450E+00,-8.0402009E-03,-2.0117548594E+00
+714.0000E-06,+789.9195896E-03,+2.8140703216E+00,-7.7889446E-03,-1.9352472910E+00
+714.2500E-06,+789.9195896E-03,+2.8140703216E+00,-4.0201005E-03,-1.9302271493E+00
+714.5000E-06,+801.2261222E-03,+2.8140703216E+00,-4.0201005E-03,-2.0105494149E+00
+714.7500E-06,+789.9195896E-03,+2.8140703216E+00,+0.0E+00,-1.9302271493E+00
+715.0000E-06,+789.9195896E-03,+2.8140703216E+00,+0.0E+00,-2.0105494149E+00
+715.2500E-06,+810.0200919E-03,+2.8140703216E+00,+1.2562814E-03,-1.9967859872E+00
+715.5000E-06,+810.0200919E-03,+2.8140703216E+00,+5.7788944E-03,-1.9905298837E+00
+715.7500E-06,+810.0200919E-03,+2.8140703216E+00,+4.7738693E-03,-2.0105494149E+00
+716.0000E-06,+810.0200919E-03,+2.7386934381E+00,+8.0402009E-03,-1.9152277597E+00
+716.2500E-06,+810.0200919E-03,+2.8140703216E+00,+9.2964823E-03,-1.9967859872E+00
+716.5000E-06,+810.0200919E-03,+2.8140703216E+00,+12.0603014E-03,-1.9302271493E+00
+716.7500E-06,+810.0200919E-03,+2.8140703216E+00,+12.0603014E-03,-1.9905298837E+00
+717.0000E-06,+810.0200919E-03,+2.7336683124E+00,+16.0804018E-03,-1.9114588388E+00
+717.2500E-06,+810.0200919E-03,+2.8140703216E+00,+14.8241204E-03,-1.9102076180E+00
+717.5000E-06,+810.0200919E-03,+2.8140703216E+00,+16.0804018E-03,-1.9905298837E+00
+717.7500E-06,+810.0200919E-03,+2.8140703216E+00,+20.1005023E-03,-1.9102076180E+00
+718.0000E-06,+810.0200919E-03,+2.7386934381E+00,+19.8492460E-03,-1.9102076180E+00
+718.2500E-06,+810.0200919E-03,+2.7587939404E+00,+20.1005023E-03,-1.9102076180E+00
+718.5000E-06,+818.8140617E-03,+2.8140703216E+00,+22.3618088E-03,-1.9905298837E+00
+718.7500E-06,+810.0200919E-03,+2.7989949450E+00,+20.8542711E-03,-1.9102076180E+00
+719.0000E-06,+811.2763734E-03,+2.8140703216E+00,+27.8894469E-03,-1.9152277597E+00
+719.2500E-06,+830.1205942E-03,+2.7336683124E+00,+25.3768842E-03,-1.8901880868E+00
+719.5000E-06,+821.3266245E-03,+2.7688441913E+00,+28.1407032E-03,-1.9102076180E+00
+719.7500E-06,+813.7889361E-03,+2.7336683124E+00,+28.1407032E-03,-1.9102076180E+00
+720.0000E-06,+828.8643128E-03,+2.7386934381E+00,+31.9095474E-03,-1.9102076180E+00
+720.2500E-06,+823.8391872E-03,+2.7336683124E+00,+32.1608037E-03,-1.8964441903E+00
+720.5000E-06,+818.8140617E-03,+2.7336683124E+00,+34.4221102E-03,-1.9102076180E+00
+720.7500E-06,+826.3517501E-03,+2.7487436890E+00,+36.1809041E-03,-1.9102076180E+00
+721.0000E-06,+811.2763734E-03,+2.7336683124E+00,+39.9497483E-03,-1.9089563973E+00
+721.2500E-06,+823.8391872E-03,+2.7336683124E+00,+38.9447232E-03,-1.9102076180E+00
+721.5000E-06,+830.1205942E-03,+2.7336683124E+00,+38.4422106E-03,-1.9014490731E+00
+721.7500E-06,+810.0200919E-03,+2.7336683124E+00,+43.4673362E-03,-1.9102076180E+00
+722.0000E-06,+828.8643128E-03,+2.7286431867E+00,+44.2211051E-03,-1.9051874763E+00
+722.2500E-06,+810.0200919E-03,+2.6783919312E+00,+46.9849241E-03,-1.8298853524E+00
+722.5000E-06,+818.8140617E-03,+2.6884421821E+00,+44.2211051E-03,-1.8298853524E+00
+722.7500E-06,+830.1205942E-03,+2.6532663032E+00,+47.4874367E-03,-1.8298853524E+00
+723.0000E-06,+810.0200919E-03,+2.7286431867E+00,+48.2412055E-03,-1.8298853524E+00
+723.2500E-06,+816.3014989E-03,+2.7336683124E+00,+49.4974869E-03,-1.8298853524E+00
+723.5000E-06,+810.0200919E-03,+2.6532663032E+00,+49.9999995E-03,-1.8298853524E+00
+723.7500E-06,+830.1205942E-03,+2.6683416798E+00,+52.2613060E-03,-1.8261316903E+00
+724.0000E-06,+810.0200919E-03,+2.6532663032E+00,+52.2613060E-03,-1.8298853524E+00
+724.2500E-06,+816.3014989E-03,+2.6532663032E+00,+53.5175874E-03,-1.8298853524E+00
+724.5000E-06,+821.3266245E-03,+2.6532663032E+00,+56.2814064E-03,-1.8298853524E+00
+724.7500E-06,+810.0200919E-03,+2.6532663032E+00,+60.3015069E-03,-1.8298853524E+00
+725.0000E-06,+810.0200919E-03,+2.6532663032E+00,+60.3015069E-03,-1.8298853524E+00
+725.2500E-06,+810.0200919E-03,+2.6281406752E+00,+60.3015069E-03,-1.7495630868E+00
+725.5000E-06,+810.0200919E-03,+2.6180904243E+00,+62.0603008E-03,-1.7947443613E+00
+725.7500E-06,+810.0200919E-03,+2.6381909266E+00,+64.3216074E-03,-1.7495630868E+00
+726.0000E-06,+810.0200919E-03,+2.6532663032E+00,+64.5728636E-03,-1.7495630868E+00
+726.2500E-06,+810.0200919E-03,+2.5728642941E+00,+65.5778888E-03,-1.7495630868E+00
+726.5000E-06,+798.7135594E-03,+2.5728642941E+00,+66.5829139E-03,-1.7695826180E+00
+726.7500E-06,+789.9195896E-03,+2.5728642941E+00,+68.3417078E-03,-1.7695826180E+00
+727.0000E-06,+808.7638105E-03,+2.5728642941E+00,+72.3618083E-03,-1.7508143075E+00
+727.2500E-06,+810.0200919E-03,+2.5728642941E+00,+72.3618083E-03,-1.7307184822E+00
+727.5000E-06,+789.9195896E-03,+2.4924622849E+00,+72.3618083E-03,-1.6892603524E+00
+727.7500E-06,+789.9195896E-03,+2.5728642941E+00,+76.3819087E-03,-1.7545221934E+00
+728.0000E-06,+789.9195896E-03,+2.4924622849E+00,+76.1306524E-03,-1.6892603524E+00
+728.2500E-06,+789.9195896E-03,+2.4924622849E+00,+76.3819087E-03,-1.6892603524E+00
+728.5000E-06,+789.9195896E-03,+2.4924622849E+00,+76.3819087E-03,-1.6892603524E+00
+728.7500E-06,+793.6884338E-03,+2.4924622849E+00,+77.1356776E-03,-1.6892603524E+00
+729.0000E-06,+789.9195896E-03,+2.4924622849E+00,+80.4020092E-03,-1.6892603524E+00
+729.2500E-06,+789.9195896E-03,+2.4924622849E+00,+83.1658282E-03,-1.6892603524E+00
+729.5000E-06,+789.9195896E-03,+2.4120602757E+00,+80.4020092E-03,-1.6089380868E+00
+729.7500E-06,+786.1507455E-03,+2.4271356523E+00,+84.4221096E-03,-1.6289576180E+00
+730.0000E-06,+771.0753688E-03,+2.4120602757E+00,+84.4221096E-03,-1.6289576180E+00
+730.2500E-06,+769.8190873E-03,+2.4120602757E+00,+88.4422101E-03,-1.6038569099E+00
+730.5000E-06,+769.8190873E-03,+2.3668341454E+00,+88.4422101E-03,-1.5837763435E+00
+730.7500E-06,+769.8190873E-03,+2.3467336431E+00,+88.4422101E-03,-1.5636957771E+00
+731.0000E-06,+769.8190873E-03,+2.4070351500E+00,+92.2110543E-03,-1.5486353524E+00
+731.2500E-06,+769.8190873E-03,+2.3567838945E+00,+92.4623106E-03,-1.5737360605E+00
+731.5000E-06,+758.5125548E-03,+2.3668341454E+00,+92.4623106E-03,-1.5686548837E+00
+731.7500E-06,+749.7185851E-03,+2.3316582665E+00,+93.2160794E-03,-1.5686548837E+00
+732.0000E-06,+749.7185851E-03,+2.3316582665E+00,+96.4824110E-03,-1.5686548837E+00
+732.2500E-06,+749.7185851E-03,+2.3316582665E+00,+96.4824110E-03,-1.4883326180E+00
+732.5000E-06,+761.0251176E-03,+2.3316582665E+00,+96.4824110E-03,-1.5686548837E+00
+732.7500E-06,+749.7185851E-03,+2.2512562573E+00,+99.7487427E-03,-1.5045984872E+00
+733.0000E-06,+749.7185851E-03,+2.2512562573E+00,+100.2512552E-03,-1.4883326180E+00
+733.2500E-06,+735.8994898E-03,+2.2512562573E+00,+100.5025115E-03,-1.5083521493E+00
+733.5000E-06,+749.7185851E-03,+2.2512562573E+00,+100.5025115E-03,-1.4531916270E+00
+733.7500E-06,+745.9497409E-03,+2.1859296247E+00,+104.5226119E-03,-1.4280298837E+00
+734.0000E-06,+729.6180828E-03,+2.1708542481E+00,+104.5226119E-03,-1.4280298837E+00
+734.2500E-06,+729.6180828E-03,+2.1708542481E+00,+104.5226119E-03,-1.4280298837E+00
+734.5000E-06,+720.8241130E-03,+2.1708542481E+00,+106.7839185E-03,-1.3916071540E+00
+734.7500E-06,+713.2864246E-03,+2.1708542481E+00,+108.5427124E-03,-1.4480494149E+00
+735.0000E-06,+709.5175805E-03,+2.0904522389E+00,+108.5427124E-03,-1.3677271493E+00
+735.2500E-06,+709.5175805E-03,+2.0904522389E+00,+108.5427124E-03,-1.3677271493E+00
+735.5000E-06,+700.7236107E-03,+2.0904522389E+00,+108.5427124E-03,-1.3764856942E+00
+735.7500E-06,+709.5175805E-03,+2.0904522389E+00,+112.5628129E-03,-1.3187311775E+00
+736.0000E-06,+689.4170782E-03,+2.0904522389E+00,+112.5628129E-03,-1.3074244149E+00
+736.2500E-06,+703.2361735E-03,+2.0351758577E+00,+115.3266319E-03,-1.3074244149E+00
+736.5000E-06,+689.4170782E-03,+2.0100502297E+00,+114.3216068E-03,-1.3074244149E+00
+736.7500E-06,+689.4170782E-03,+1.9296482205E+00,+116.5829133E-03,-1.2308558114E+00
+737.0000E-06,+689.4170782E-03,+2.0050251040E+00,+116.5829133E-03,-1.2283533700E+00
+737.2500E-06,+675.5979829E-03,+1.9296482205E+00,+117.8391947E-03,-1.2471216805E+00
+737.5000E-06,+678.1105456E-03,+1.9296482205E+00,+118.3417073E-03,-1.2383631356E+00
+737.7500E-06,+669.3165759E-03,+1.9296482205E+00,+120.6030138E-03,-1.2471216805E+00
+738.0000E-06,+669.3165759E-03,+1.9296482205E+00,+120.6030138E-03,-1.1718195566E+00
+738.2500E-06,+669.3165759E-03,+1.8492462113E+00,+120.6030138E-03,-1.1805628426E+00
+738.5000E-06,+660.5226061E-03,+1.8492462113E+00,+122.3618077E-03,-1.1868189462E+00
+738.7500E-06,+649.2160736E-03,+1.8492462113E+00,+123.8693454E-03,-1.1868189462E+00
+739.0000E-06,+649.2160736E-03,+1.8492462113E+00,+124.6231142E-03,-1.1817988044E+00
+739.2500E-06,+642.9346666E-03,+1.8241205833E+00,+124.6231142E-03,-1.1265162118E+00
+739.5000E-06,+640.4221038E-03,+1.7688442022E+00,+126.8844208E-03,-1.1265162118E+00
+739.7500E-06,+629.1155713E-03,+1.7688442022E+00,+128.6432147E-03,-1.1265162118E+00
+740.0000E-06,+629.1155713E-03,+1.6884421930E+00,+124.8743705E-03,-1.0662134774E+00
+740.2500E-06,+629.1155713E-03,+1.7135678210E+00,+128.6432147E-03,-1.0461939462E+00
+740.5000E-06,+629.1155713E-03,+1.6884421930E+00,+130.9045212E-03,-1.0574549325E+00
+740.7500E-06,+609.0150690E-03,+1.6884421930E+00,+131.9095463E-03,-1.0662134774E+00
+741.0000E-06,+609.0150690E-03,+1.6884421930E+00,+132.4120589E-03,-990.9113535E-03
+741.2500E-06,+609.0150690E-03,+1.6884421930E+00,+132.6633152E-03,-992.1473153E-03
+741.5000E-06,+588.9145667E-03,+1.6080401838E+00,+132.6633152E-03,-1.0059107430E+00
+741.7500E-06,+588.9145667E-03,+1.6080401838E+00,+132.6633152E-03,-1.0059107430E+00
+742.0000E-06,+588.9145667E-03,+1.5276381746E+00,+132.6633152E-03,-944.3567879E-03
+742.2500E-06,+575.0954714E-03,+1.5829145558E+00,+133.9195966E-03,-939.3519051E-03
+742.5000E-06,+568.8140644E-03,+1.5276381746E+00,+134.4221091E-03,-945.6080087E-03
+742.7500E-06,+568.8140644E-03,+1.5276381746E+00,+136.6834156E-03,-945.6080087E-03
+743.0000E-06,+568.8140644E-03,+1.4472361654E+00,+136.6834156E-03,-865.2857430E-03
+743.2500E-06,+562.5326574E-03,+1.4472361654E+00,+137.9396970E-03,-885.3052743E-03
+743.5000E-06,+548.7135621E-03,+1.4472361654E+00,+136.6834156E-03,-885.3052743E-03
+743.7500E-06,+548.7135621E-03,+1.4472361654E+00,+137.4371845E-03,-870.2448496E-03
+744.0000E-06,+529.8693412E-03,+1.4472361654E+00,+140.7035161E-03,-825.0025399E-03
+744.2500E-06,+528.6130598E-03,+1.3919597842E+00,+140.7035161E-03,-825.0025399E-03
+744.5000E-06,+519.8190901E-03,+1.3668341562E+00,+140.7035161E-03,-833.7610848E-03
+744.7500E-06,+528.6130598E-03,+1.2864321470E+00,+140.7035161E-03,-744.6802743E-03
+745.0000E-06,+508.5125575E-03,+1.3618090305E+00,+140.7035161E-03,-764.6998055E-03
+745.2500E-06,+508.5125575E-03,+1.2864321470E+00,+140.7035161E-03,-709.4782481E-03
+745.5000E-06,+508.5125575E-03,+1.2864321470E+00,+140.7035161E-03,-719.5185310E-03
+745.7500E-06,+488.4120552E-03,+1.2713567705E+00,+143.9698477E-03,-704.3970712E-03
+746.0000E-06,+507.2562761E-03,+1.2060301378E+00,+144.7236165E-03,-704.3970712E-03
+746.2500E-06,+488.4120552E-03,+1.1507537567E+00,+144.7236165E-03,-669.1950449E-03
+746.5000E-06,+488.4120552E-03,+1.1256281286E+00,+146.9849231E-03,-624.0748055E-03
+746.7500E-06,+484.6432110E-03,+1.1256281286E+00,+148.7437170E-03,-644.0943368E-03
+747.0000E-06,+468.3115529E-03,+1.1256281286E+00,+144.9748728E-03,-662.8626473E-03
+747.2500E-06,+468.3115529E-03,+1.1256281286E+00,+145.9798979E-03,-644.0943368E-03
+747.5000E-06,+468.3115529E-03,+1.0452261195E+00,+146.4824105E-03,-572.5306160E-03
+747.7500E-06,+448.2110506E-03,+1.0452261195E+00,+148.7437170E-03,-583.7916024E-03
+748.0000E-06,+448.2110506E-03,+969.8492360E-03,+148.9949733E-03,-509.7406993E-03
+748.2500E-06,+434.3919553E-03,+964.8241103E-03,+148.7437170E-03,-517.2327645E-03
+748.5000E-06,+428.1105483E-03,+964.8241103E-03,+148.7437170E-03,-523.4888680E-03
+748.7500E-06,+424.3417042E-03,+964.8241103E-03,+148.7437170E-03,-463.1861337E-03
+749.0000E-06,+408.0100460E-03,+889.4472268E-03,+148.9949733E-03,-463.1861337E-03
+749.2500E-06,+408.0100460E-03,+939.6984822E-03,+151.5075361E-03,-463.1861337E-03
+749.5000E-06,+408.0100460E-03,+884.4221011E-03,+150.5025109E-03,-474.4471200E-03
+749.7500E-06,+387.9095437E-03,+884.4221011E-03,+152.7638175E-03,-468.1452403E-03
+750.0000E-06,+387.9095437E-03,+804.0200919E-03,+152.7638175E-03,-421.6517098E-03
+750.2500E-06,+367.8090414E-03,+804.0200919E-03,+152.7638175E-03,-397.8022224E-03
+750.5000E-06,+367.8090414E-03,+804.0200919E-03,+152.7638175E-03,-422.9029305E-03
+750.7500E-06,+367.8090414E-03,+723.6180827E-03,+152.7638175E-03,-346.3343270E-03
+751.0000E-06,+367.8090414E-03,+723.6180827E-03,+152.7638175E-03,-342.5806649E-03
+751.2500E-06,+347.7085391E-03,+723.6180827E-03,+151.2562798E-03,-296.0413582E-03
+751.5000E-06,+327.6080368E-03,+688.4422038E-03,+152.7638175E-03,-347.4787364E-03
+751.7500E-06,+331.3768809E-03,+643.2160735E-03,+152.7638175E-03,-302.2974618E-03
+752.0000E-06,+328.8643182E-03,+643.2160735E-03,+156.5326616E-03,-221.9751962E-03
+752.2500E-06,+307.5075345E-03,+562.8140643E-03,+152.7638175E-03,-241.9947274E-03
+752.5000E-06,+316.3015042E-03,+562.8140643E-03,+152.7638175E-03,-233.2361825E-03
+752.7500E-06,+307.5075345E-03,+562.8140643E-03,+153.5175863E-03,-241.9947274E-03
+753.0000E-06,+307.5075345E-03,+487.4371809E-03,+156.5326616E-03,-161.6724618E-03
+753.2500E-06,+293.6884392E-03,+537.6884363E-03,+156.7839179E-03,-181.6919930E-03
+753.5000E-06,+287.4070322E-03,+482.4120551E-03,+155.0251240E-03,-136.5107184E-03
+753.7500E-06,+271.0753741E-03,+402.0100459E-03,+156.0301491E-03,-117.6355966E-03
+754.0000E-06,+267.3065299E-03,+402.0100459E-03,+156.7839179E-03,-121.3892587E-03
+754.2500E-06,+267.3065299E-03,+402.0100459E-03,+154.0200989E-03,-141.4087899E-03
+754.5000E-06,+267.3065299E-03,+402.0100459E-03,+156.7839179E-03,-97.5092540E-03
+754.7500E-06,+247.2060276E-03,+321.6080368E-03,+152.7638175E-03,-61.0865243E-03
+755.0000E-06,+247.2060276E-03,+246.2311533E-03,+156.7839179E-03,+14.2155996E-03
+755.2500E-06,+233.3869323E-03,+266.3316556E-03,+155.5276365E-03,-783.7899E-06
+755.5000E-06,+227.1055253E-03,+286.4321579E-03,+155.0251240E-03,-783.7899E-06
+755.7500E-06,+227.1055253E-03,+241.2060276E-03,+156.7839179E-03,-783.7899E-06
+756.0000E-06,+207.0050230E-03,+241.2060276E-03,+153.0150737E-03,+59.5189445E-03
+756.2500E-06,+193.1859277E-03,+160.8040184E-03,+152.7638175E-03,+39.4994132E-03
+756.5000E-06,+198.2110533E-03,+160.8040184E-03,+155.0251240E-03,+50.7603996E-03
+756.7500E-06,+186.9045207E-03,+145.7286418E-03,+156.7839179E-03,+119.8216788E-03
+757.0000E-06,+186.9045207E-03,+80.4020092E-03,+156.7839179E-03,+119.8216788E-03
+757.2500E-06,+186.9045207E-03,+80.4020092E-03,+155.5276365E-03,+106.0582512E-03
+757.5000E-06,+166.8040184E-03,+80.4020092E-03,+156.7839179E-03,+134.9431386E-03
+757.7500E-06,+166.8040184E-03,+80.4020092E-03,+156.7839179E-03,+83.5362784E-03
+758.0000E-06,+165.5477370E-03,+0.0E+00,+156.5326616E-03,+178.8731925E-03
+758.2500E-06,+146.7035161E-03,+0.0E+00,+156.7839179E-03,+215.3264394E-03
+758.5000E-06,+146.7035161E-03,+0.0E+00,+154.5226114E-03,+140.0853507E-03
+758.7500E-06,+126.6030138E-03,-80.4020092E-03,+156.0301491E-03,+220.4076163E-03
+759.0000E-06,+126.6030138E-03,-80.4020092E-03,+156.7839179E-03,+220.4076163E-03
+759.2500E-06,+112.7839185E-03,-135.6783903E-03,+154.0200989E-03,+255.6096425E-03
+759.5000E-06,+106.5025115E-03,-115.5778880E-03,+154.5226114E-03,+280.7103507E-03
+759.7500E-06,+106.5025115E-03,-160.8040184E-03,+152.7638175E-03,+264.4444815E-03
+760.0000E-06,+106.5025115E-03,-160.8040184E-03,+156.5326616E-03,+341.0130851E-03
+760.2500E-06,+86.4020092E-03,-216.0803995E-03,+156.7839179E-03,+341.0130851E-03
+760.5000E-06,+75.0954767E-03,-241.2060276E-03,+152.7638175E-03,+356.1345449E-03
+760.7500E-06,+82.6331651E-03,-241.2060276E-03,+156.0301491E-03,+320.9935538E-03
+761.0000E-06,+85.1457278E-03,-321.6080368E-03,+152.7638175E-03,+401.3158195E-03
+761.2500E-06,+46.2010046E-03,-321.6080368E-03,+152.7638175E-03,+381.2962882E-03
+761.5000E-06,+46.2010046E-03,-321.6080368E-03,+152.7638175E-03,+416.4372793E-03
+761.7500E-06,+46.2010046E-03,-402.0100459E-03,+152.7638175E-03,+461.6185538E-03
+762.0000E-06,+46.2010046E-03,-402.0100459E-03,+152.7638175E-03,+442.8502433E-03
+762.2500E-06,+26.1005023E-03,-402.0100459E-03,+151.5075361E-03,+441.5990226E-03
+762.5000E-06,+26.1005023E-03,-437.1859248E-03,+152.7638175E-03,+521.9212882E-03
+762.7500E-06,+6.0000001E-03,-482.4120551E-03,+152.7638175E-03,+501.9017570E-03
+763.0000E-06,+6.0000001E-03,-482.4120551E-03,+152.7638175E-03,+483.1334465E-03
+763.2500E-06,-14.1005022E-03,-537.6884363E-03,+149.9999984E-03,+562.2044913E-03
+763.5000E-06,-14.1005022E-03,-562.8140643E-03,+148.7437170E-03,+562.2044913E-03
+763.7500E-06,-30.4321604E-03,-562.8140643E-03,+152.0100486E-03,+542.1849601E-03
+764.0000E-06,-34.2010045E-03,-567.8391901E-03,+148.7437170E-03,+622.5072257E-03
+764.2500E-06,-34.2010045E-03,-643.2160735E-03,+147.2361793E-03,+608.7437980E-03
+764.5000E-06,-42.9949743E-03,-643.2160735E-03,+148.7437170E-03,+602.4876945E-03
+764.7500E-06,-54.3015068E-03,-643.2160735E-03,+148.7437170E-03,+602.4876945E-03
+765.0000E-06,-54.3015068E-03,-643.2160735E-03,+148.7437170E-03,+682.8099601E-03
+765.2500E-06,-54.3015068E-03,-723.6180827E-03,+147.4874356E-03,+682.8099601E-03
+765.5000E-06,-74.4020091E-03,-723.6180827E-03,+144.7236165E-03,+743.1126945E-03
+765.7500E-06,-74.4020091E-03,-804.0200919E-03,+144.7236165E-03,+739.3590324E-03
+766.0000E-06,-93.2462300E-03,-804.0200919E-03,+144.7236165E-03,+723.0931632E-03
+766.2500E-06,-94.5025114E-03,-884.4221011E-03,+147.4874356E-03,+797.1593253E-03
+766.5000E-06,-114.6030137E-03,-884.4221011E-03,+144.7236165E-03,+783.3958976E-03
+766.7500E-06,-114.6030137E-03,-884.4221011E-03,+147.9899482E-03,+783.3958976E-03
+767.0000E-06,-114.6030137E-03,-884.4221011E-03,+140.9547724E-03,+788.4160394E-03
+767.2500E-06,-120.8844207E-03,-884.4221011E-03,+140.7035161E-03,+788.4770745E-03
+767.5000E-06,-125.9095463E-03,-964.8241103E-03,+140.7035161E-03,+843.6986320E-03
