Distance_(pixels),Gray_Value
0,2.349
1,2.423
2,2.443
3,2.403
4,2.503
5,2.604
6,2.463
7,2.490
8,2.497
9,2.570
10,2.544
11,2.383
12,2.336
13,2.510
14,2.463
15,2.483
16,2.544
17,2.443
18,2.490
19,2.557
20,2.523
21,2.409
22,2.584
23,2.698
24,2.597
25,2.638
26,2.711
27,2.765
28,2.799
29,2.745
30,2.765
31,2.671
32,2.671
33,2.879
34,3.000
35,2.899
36,2.872
37,2.899
38,3.047
39,3.174
40,3.181
41,3.396
42,3.356
43,3.369
44,3.322
45,3.470
46,3.423
47,3.611
48,3.577
49,3.584
50,3.839
51,3.826
52,3.765
53,3.940
54,4.007
55,3.893
56,3.993
57,4.181
58,4.114
59,4.275
60,4.154
61,4.295
62,4.450
63,4.463
64,4.530
65,4.658
66,4.591
67,4.872
68,4.718
69,4.872
70,4.772
71,4.826
72,4.893
73,4.933
74,5.047
75,5.081
76,4.946
77,5.000
78,5.228
79,5.188
80,5.336
81,5.349
82,5.302
83,5.322
84,5.503
85,5.490
86,5.483
87,5.644
88,5.423
89,5.443
90,5.477
91,5.564
92,5.477
93,5.497
94,5.537
95,5.530
96,5.470
97,5.577
98,5.658
99,5.537
100,5.430
101,5.470
102,5.477
103,5.604
104,5.584
105,5.577
106,5.617
107,5.564
108,5.530
109,5.544
110,5.503
111,5.584
112,5.570
113,5.557
114,5.342
115,5.430
116,5.530
117,5.322
118,5.362
119,5.430
120,5.456
121,5.591
122,5.604
123,5.510
124,5.497
125,5.396
126,5.470
127,5.530
128,5.752
129,5.658
130,5.805
131,5.960
132,5.812
133,5.832
134,5.960
135,6.047
136,6.047
137,6.054
138,6.148
139,6.013
140,6.208
141,6.302
142,6.235
143,6.275
144,6.201
145,6.201
146,6.329
147,6.430
148,6.302
149,6.396
150,6.604
151,6.604
152,6.597
153,6.477
154,6.517
155,6.597
156,6.523
157,6.517
158,6.617
159,6.664
160,6.644
161,6.664
162,6.745
163,6.738
164,6.792
165,6.826
166,6.819
167,6.772
168,6.946
169,6.933
170,6.792
171,6.678
172,6.725
173,6.859
174,6.752
175,6.678
176,6.631
177,6.604
178,6.631
179,6.456
180,6.383
181,6.490
182,6.396
183,6.289
184,6.322
185,6.369
186,6.450
187,6.121
188,6.188
189,6.101
190,6.128
191,5.893
192,5.839
193,5.906
194,5.953
195,5.879
196,5.832
197,5.785
198,5.658
199,5.597
200,5.557
201,5.617
202,5.383
203,5.188
204,5.309
205,5.201
206,5.141
207,4.973
208,4.980
209,4.866
210,4.812
211,4.940
212,4.893
213,4.859
214,4.698
215,4.852
216,4.591
217,4.510
218,4.664
219,4.550
220,4.550
221,4.678
222,4.651
223,4.483
224,4.537
225,4.497
226,4.611
227,4.430
228,4.416
229,4.510
230,4.302
231,4.322
232,4.302
233,4.450
234,4.436
235,4.477
236,4.403
237,4.315
238,4.490
239,4.470
240,4.550
241,4.450
242,4.396
243,4.443
244,4.396
245,4.537
246,4.456
247,4.550
248,4.658
249,4.718
250,4.611
251,4.638
252,4.517
253,4.510
254,4.537
255,4.537
256,4.537
257,4.617
258,4.597
259,4.557
260,4.644
261,4.523
262,4.510
263,4.725
264,4.664
265,4.691
266,4.523
267,4.470
268,4.497
269,4.651
270,4.396
271,4.383
272,4.490
273,4.557
274,4.450
275,4.477
276,4.477
277,4.477
278,4.349
279,4.396
280,4.208
281,4.221
282,4.322
283,4.315
284,4.094
285,4.295
286,4.248
287,4.020
288,4.141
289,4.188
290,4.154
291,4.128
292,4.141
293,4.081
294,4.081
295,4.067
296,3.980
297,3.993
298,3.966
299,3.872
300,3.852
301,3.852
302,3.872
303,3.859
304,3.785
305,3.772
306,3.966
307,3.765
308,3.899
309,3.705
310,3.638
311,3.651
312,3.678
313,3.617
314,3.765
315,3.631
316,3.651
317,3.691
318,3.564
319,3.477
320,3.597
321,3.617
322,3.463
323,3.349
324,3.497
325,3.584
326,3.342
327,3.443
328,3.510
329,3.315
330,3.215
331,3.383
332,3.436
333,3.356
334,3.295
335,3.456
336,3.463
337,3.443
338,3.436
339,3.463
340,3.403
341,3.456
342,3.557
343,3.517
344,3.604
345,3.745
346,3.779
347,3.752
348,3.779
349,4.020
350,4.060
351,4.054
352,4.107
353,4.396
354,4.517
355,4.705
356,4.732
357,4.732
358,4.906
359,5.141
360,5.248
361,5.376
362,5.604
363,5.893
364,6.027
365,6.201
366,6.168
367,6.477
368,6.577
369,6.940
370,7.201
371,7.597
372,7.852
373,8.134
374,8.557
375,8.785
376,9.067
377,9.208
378,9.470
379,9.899
380,10.376
381,10.584
382,10.973
383,11.262
384,11.550
385,12.295
386,12.416
387,12.826
388,13.094
389,13.436
390,13.953
391,14.221
392,14.617
393,15.013
394,15.369
395,15.718
396,16.107
397,16.591
398,16.879
399,17.074
400,17.644
401,18.087
402,18.497
403,18.550
404,18.980
405,19.510
406,19.658
407,19.980
408,20.141
409,20.550
410,20.765
411,20.960
412,21.128
413,21.544
414,21.698
415,21.966
416,22.295
417,22.517
418,22.644
419,22.980
420,22.973
421,22.799
422,23.074
423,23.107
424,23.718
425,23.899
426,23.624
427,23.792
428,23.819
429,23.879
430,24.128
431,23.993
432,23.718
433,24.047
434,24.027
435,24.013
436,24.034
437,24.168
438,24.255
439,24.356
440,24.443
441,24.396
442,24.678
443,24.899
444,24.584
445,24.698
446,24.973
447,25.121
448,25.228
449,25.369
450,25.497
451,25.792
452,25.799
453,26.302
454,26.416
455,26.738
456,27.101
457,27.168
458,27.477
459,27.953
460,28.416
461,28.698
462,28.832
463,29.537
464,30.174
465,30.604
466,31.161
467,31.463
468,32.107
469,33.081
470,33.436
471,33.886
472,34.738
473,35.309
474,36.201
475,37.242
476,37.765
477,38.383
478,39.195
479,40.067
480,40.705
481,41.698
482,42.866
483,44.040
484,44.617
485,45.517
486,46.289
487,47.289
488,48.644
489,49.221
490,50.268
491,50.926
492,51.711
493,52.738
494,53.926
495,55.013
496,55.718
497,56.537
498,57.329
499,57.758
500,58.617
501,59.409
502,60.275
503,61.047
504,61.832
505,63.020
506,63.671
507,63.671
508,64.087
509,64.644
510,65.248
511,66.208
512,66.463
513,66.523
514,66.826
515,67.792
516,68.221
517,67.913
518,68.322
519,69.000
520,69.242
521,69.134
522,69.228
523,69.497
524,69.329
525,69.651
526,69.987
527,69.698
528,69.893
529,69.604
530,69.604
531,69.872
532,69.866
533,69.872
534,69.369
535,68.725
536,69.349
537,69.799
538,68.805
539,68.530
540,68.799
541,68.302
542,68.523
543,68.490
544,68.537
545,68.557
546,68.087
547,67.980
548,67.772
549,67.980
550,68.208
551,68.121
