Distance_(pixels),Gray_Value
0,2.711
1,2.898
2,2.867
3,2.945
4,2.805
5,2.836
6,2.953
7,2.969
8,3.047
9,3.086
10,2.914
11,3.102
12,3.219
13,3.219
14,3.234
15,3.258
16,3.398
17,3.266
18,3.438
19,3.320
20,3.422
21,3.539
22,3.477
23,3.508
24,3.555
25,3.516
26,3.633
27,3.797
28,3.789
29,3.734
30,3.844
31,4.070
32,4.141
33,3.953
34,4.039
35,3.977
36,4.055
37,4.156
38,4.125
39,4.047
40,4.211
41,4.188
42,4.070
43,4.375
44,4.312
45,4.320
46,4.305
47,4.430
48,4.344
49,4.547
50,4.633
51,4.578
52,4.609
53,4.539
54,4.602
55,4.594
56,4.758
57,4.773
58,4.734
59,4.711
60,4.805
61,4.844
62,4.867
63,4.797
64,4.852
65,4.836
66,5.008
67,4.961
68,5.047
69,4.977
70,4.930
71,5.039
72,4.922
73,5.156
74,5.188
75,5.039
76,5.000
77,5.242
78,5.125
79,5.047
80,5.102
81,5.055
82,5.008
83,4.930
84,5.234
85,5.289
86,5.367
87,5.242
88,5.289
89,5.367
90,5.406
91,5.336
92,5.297
93,5.375
94,5.273
95,5.297
96,5.352
97,5.359
98,5.398
99,5.336
100,5.367
101,5.328
102,5.344
103,5.109
104,5.289
105,5.469
106,5.398
107,5.242
108,5.281
109,5.383
110,5.422
111,5.320
112,5.320
113,5.562
114,5.508
115,5.398
116,5.414
117,5.438
118,5.367
119,5.289
120,5.438
121,5.594
122,5.406
123,5.469
124,5.391
125,5.367
126,5.312
127,5.422
128,5.359
129,5.594
130,5.445
131,5.438
132,5.312
133,5.250
134,5.336
135,5.266
136,5.367
137,5.383
138,5.266
139,5.133
140,5.289
141,5.289
142,5.164
143,5.219
144,5.164
145,5.188
146,5.281
147,5.125
148,5.070
149,5.180
150,5.070
151,4.969
152,5.133
153,5.148
154,5.008
155,5.102
156,5.086
157,5.094
158,4.977
159,4.914
160,4.812
161,4.969
162,4.969
163,4.992
164,5.016
165,5.047
166,4.766
167,4.688
168,4.758
169,4.664
170,4.641
171,4.609
172,4.445
173,4.484
174,4.484
175,4.500
176,4.273
177,4.250
178,4.328
179,4.367
180,4.328
181,4.047
182,3.945
183,4.117
184,4.086
185,3.961
186,3.969
187,4.008
188,4.062
189,3.938
190,3.836
191,3.859
192,3.867
193,3.898
194,3.727
195,3.609
196,3.523
197,3.703
198,3.719
199,3.523
200,3.555
201,3.453
202,3.492
203,3.266
204,3.320
205,3.375
206,3.398
207,3.367
208,3.188
209,3.242
210,3.242
211,3.250
212,3.219
213,3.078
214,3.078
215,3.195
216,3.062
217,3.148
218,3.023
219,3.000
220,2.945
221,2.852
222,2.984
223,3.016
224,2.914
225,2.789
226,2.922
227,3.047
228,2.906
229,2.836
230,2.930
231,2.828
232,2.883
233,2.977
234,2.984
235,2.875
236,2.875
237,2.875
238,2.898
239,2.898
240,2.930
241,3.078
242,3.031
243,3.094
244,3.000
245,2.781
246,2.922
247,2.938
248,3.016
249,2.898
250,3.039
251,2.875
252,2.812
253,2.930
254,3.086
255,2.766
256,2.906
257,3.000
258,3.117
259,3.141
260,2.953
261,3.133
262,3.016
263,3.133
264,2.945
265,3.141
266,3.000
267,3.125
268,3.320
269,3.000
