Distance_(pixels),Gray_Value
0,2.444
1,2.389
2,2.411
3,2.711
4,2.633
5,2.633
6,2.789
7,2.833
8,2.622
9,2.800
10,3.011
11,3.044
12,2.844
13,3.100
14,3.100
15,2.956
16,3.144
17,3.189
18,3.133
19,3.211
20,3.100
21,3.078
22,3.056
23,2.967
24,3.022
25,3.167
26,3.067
27,3.244
28,3.433
29,3.189
30,3.322
31,3.378
32,3.356
33,3.444
34,3.400
35,3.667
36,3.744
37,3.789
38,3.911
39,4.111
40,3.833
41,3.978
42,4.267
43,4.356
44,4.311
45,4.411
46,4.500
47,4.667
48,4.767
49,5.044
50,4.856
51,4.967
52,5.022
53,5.000
54,5.211
55,5.144
56,5.111
57,5.133
58,5.156
59,5.333
60,5.333
61,5.267
62,5.267
63,5.333
64,5.400
65,5.233
66,5.311
67,5.422
68,5.267
69,5.556
70,5.533
71,5.356
72,5.689
73,5.633
74,5.511
75,5.456
76,5.567
77,5.689
78,5.722
79,5.722
80,5.756
81,5.856
82,5.911
83,6.067
84,5.922
85,5.856
86,6.211
87,6.189
88,6.111
89,6.500
90,6.556
91,6.411
92,6.433
93,6.367
94,6.522
95,6.633
96,6.578
97,6.833
98,6.722
99,6.567
100,6.722
101,6.944
102,6.878
103,6.889
104,6.933
105,6.900
106,6.933
107,6.944
108,6.956
109,7.100
110,7.033
111,6.956
112,6.822
113,7.000
114,6.844
115,6.856
116,6.678
117,6.656
118,6.689
119,6.700
120,6.656
121,6.500
122,6.433
123,6.511
124,6.444
125,6.567
126,6.589
127,6.411
128,6.522
129,6.467
130,6.522
131,6.333
132,6.411
133,6.367
134,6.578
135,6.611
136,6.411
137,6.456
138,6.567
139,6.544
140,6.311
141,6.478
142,6.522
143,6.322
144,6.400
145,6.556
146,6.444
147,6.578
148,6.389
149,6.467
150,6.400
151,6.378
152,6.589
153,6.400
154,6.433
155,6.344
156,6.356
157,6.178
158,6.244
159,6.289
160,6.122
161,5.944
162,5.933
163,5.833
164,5.622
165,5.744
166,5.667
167,5.500
168,5.311
169,5.289
170,5.178
171,5.189
172,5.011
173,4.944
174,5.133
175,4.944
176,4.922
177,4.856
178,4.733
179,4.856
180,4.800
181,4.789
182,4.644
183,4.611
184,4.567
185,4.556
186,4.567
187,4.578
188,4.611
189,4.500
190,4.533
191,4.556
192,4.567
193,4.544
194,4.656
195,4.578
196,4.522
197,4.744
198,4.533
199,4.311
200,4.433
201,4.333
202,4.233
203,4.178
204,4.344
205,4.278
206,3.967
207,3.967
208,3.822
209,3.811
210,4.078
211,3.933
212,3.822
213,4.011
214,3.589
215,3.722
216,3.822
217,3.922
218,3.867
219,4.033
220,3.956
221,3.833
222,4.000
223,3.933
224,4.111
225,4.244
226,4.178
227,4.167
228,4.411
229,4.622
230,4.522
231,4.444
232,4.578
233,4.656
234,4.622
235,4.789
236,4.667
237,4.667
238,4.522
239,4.656
240,4.944
241,4.689
242,4.678
243,4.844
244,4.811
245,4.667
246,4.722
247,4.756
248,5.089
249,5.100
250,5.167
251,5.444
252,5.389
253,5.522
254,5.844
255,6.111
256,6.222
257,6.522
258,6.644
259,6.967
260,7.189
261,7.567
262,7.700
263,8.278
264,8.744
265,8.922
266,9.011
267,9.544
268,9.811
269,10.167
270,10.522
271,10.556
272,10.933
273,11.133
274,11.311
275,11.378
276,11.478
277,11.667
278,11.933
279,12.000
280,12.044
281,12.067
282,12.133
283,12.278
284,12.300
285,12.244
286,12.511
287,12.522
288,12.800
289,12.822
290,12.978
291,13.544
292,13.833
293,14.133
294,14.411
295,14.756
296,15.578
297,16.289
298,16.478
299,17.211
300,17.889
301,18.478
302,19.344
303,20.211
304,20.989
305,21.656
306,22.433
307,23.333
308,24.322
309,24.822
310,25.611
311,26.822
312,27.356
313,28.000
314,28.478
315,28.878
316,29.378
317,30.244
318,30.622
319,30.689
320,31.167
321,31.822
322,31.856
323,31.689
324,31.767
325,32.511
326,32.322
327,32.200
328,32.533
329,32.556
330,32.756
331,33.189
332,33.200
333,33.678
334,34.256
335,34.644
336,34.944
337,35.644
338,36.344
339,37.222
340,38.022
341,38.822
342,39.611
343,40.700
344,41.778
345,42.678
346,43.933
347,44.900
348,46.389
349,47.544
350,48.333
351,49.922
352,50.900
353,51.789
354,53.178
355,54.267
356,55.256
357,56.133
358,57.300
359,57.767
360,58.989
361,59.944
362,60.722
363,60.889
364,61.456
365,62.467
366,62.722
367,62.867
368,63.167
369,63.678
370,63.778
371,63.878
372,64.311
373,64.256
374,64.500
375,64.222
376,64.656
377,65.156
378,65.967
379,66.211
380,66.300
381,66.300
382,67.611
383,68.711
384,68.989
385,70.156
386,71.011
387,71.833
388,73.044
389,74.256
390,75.456
391,76.811
392,77.689
393,79.300
394,80.989
395,82.233
396,83.389
397,84.522
398,86.211
399,87.600
400,88.422
401,89.878
402,91.078
403,91.789
404,92.600
405,93.489
406,94.722
407,95.867
408,96.356
409,96.389
410,96.778
411,97.200
412,97.589
413,98.178
414,97.956
415,97.622
416,98.844
417,99.178
418,98.911
419,98.756
420,98.611
421,98.078
422,98.500
423,98.822
424,99.444
425,99.256
426,99.278
427,100.144
428,101.056
429,100.956
430,101.156
431,102.067
432,102.956
433,103.667
434,104.733
435,106.000
436,106.767
437,107.611
438,108.489
439,109.467
440,110.822
441,111.800
442,113.256
443,114.033
444,115.867
445,117.022
446,117.511
447,118.867
448,120.100
449,120.922
450,121.478
451,122.589
452,123.533
453,124.433
454,124.233
455,124.578
456,124.856
457,125.167
458,124.833
459,124.878
460,124.533
461,124.589
462,124.433
463,124.022
464,123.611
465,124.133
466,123.867
467,122.278
468,122.233
469,122.511
470,122.056
471,121.533
472,122.000
473,121.589
474,121.911
475,122.422
476,122.178
477,121.778
478,122.689
479,123.056
480,124.033
481,124.122
482,124.300
483,125.633
484,126.278
485,126.878
486,128.078
487,129.033
488,130.167
489,130.967
490,131.611
491,133.189
492,134.433
493,135.000
494,135.989
495,136.911
496,137.844
497,138.467
498,138.722
499,138.967
500,138.856
501,138.889
502,139.722
503,139.033
504,138.867
505,137.956
506,137.700
507,137.667
508,136.833
509,136.867
510,135.967
511,134.289
512,133.233
513,132.167
514,131.567
515,130.289
516,129.133
517,128.089
518,128.844
519,126.922
520,125.667
521,125.733
522,125.222
523,124.544
524,124.544
525,124.811
526,124.344
527,123.433
528,123.989
529,124.278
530,123.667
531,124.856
532,125.400
533,125.356
534,126.100
535,126.944
536,127.767
537,128.800
538,128.956
539,128.822
540,130.200
541,131.122
542,131.467
543,131.211
544,131.700
545,131.467
546,130.867
547,130.956
548,130.533
549,130.400
550,129.856
551,129.044
552,127.189
553,126.067
554,124.878
555,124.056
556,123.278
557,121.933
558,119.967
559,118.678
560,117.122
561,115.767
562,113.789
563,112.289
564,111.611
565,110.500
566,109.700
567,108.411
568,107.622
569,106.578
570,105.889
571,105.344
572,105.022
573,104.933
574,104.844
575,104.467
576,104.178
577,104.189
578,104.433
579,104.956
580,105.578
581,105.933
582,105.856
583,106.189
584,106.667
585,106.578
586,106.500
587,106.578
588,106.478
589,107.467
590,106.756
591,105.589
592,104.667
593,104.600
594,104.078
595,102.656
596,101.700
597,100.556
598,99.089
599,97.767
600,96.222
601,94.578
602,92.911
603,91.144
604,89.122
605,86.989
606,85.444
607,84.289
608,82.322
609,80.500
610,78.933
611,77.878
612,76.833
613,76.300
614,74.978
615,73.467
616,72.656
617,72.911
618,72.456
619,71.900
620,71.400
621,71.367
622,71.244
623,71.178
624,71.433
625,71.744
626,71.322
627,71.567
628,72.267
629,72.222
630,72.100
631,71.989
632,71.656
633,71.389
634,71.456
635,71.522
636,71.056
637,70.133
638,69.156
639,68.411
640,66.889
641,65.889
642,65.233
643,63.989
644,62.844
645,61.289
646,59.767
647,58.289
648,56.511
649,55.133
650,53.500
651,52.189
652,50.456
653,49.044
654,47.589
655,46.200
656,45.000
657,43.989
658,42.822
659,41.922
660,41.467
661,40.856
662,40.044
663,39.689
664,39.522
665,39.178
666,39.356
667,39.167
668,38.956
669,39.033
670,38.811
671,39.056
672,39.122
673,38.800
674,38.811
675,38.444
676,38.678
677,38.211
678,37.811
679,37.389
680,37.422
681,37.033
682,36.367
683,35.556
684,35.044
685,34.467
686,33.556
687,32.622
688,31.756
689,30.556
690,29.644
691,28.533
692,27.744
693,26.711
694,25.489
695,24.678
696,23.544
697,22.611
698,21.811
699,21.100
700,20.289
701,19.789
702,19.267
703,18.500
704,17.878
705,17.578
706,17.278
707,17.044
708,16.956
709,16.744
710,16.678
711,16.544
712,16.511
713,16.378
714,16.522
715,16.511
716,16.667
717,16.400
718,16.233
719,16.389
720,16.367
721,16.044
722,15.822
723,15.922
724,15.722
725,15.222
726,15.044
727,14.578
728,14.378
729,14.011
730,13.700
731,13.000
732,12.456
733,12.389
734,11.978
735,11.222
736,10.411
737,10.078
738,9.578
739,9.022
740,8.822
741,8.244
742,7.800
743,7.589
744,7.144
745,6.967
746,6.967
747,6.633
748,6.311
749,6.133
750,6.033
751,6.000
752,6.044
753,5.833
754,5.844
755,5.900
756,5.778
757,5.922
758,5.900
759,5.711
760,5.867
761,5.867
762,5.978
763,5.678
764,5.756
765,5.789
766,5.522
767,5.522
768,5.422
769,5.389
770,5.356
771,5.178
772,5.300
773,5.189
774,4.978
775,4.878
776,4.544
777,4.633
778,4.422
779,4.433
780,4.444
781,4.167
782,4.178
783,4.278
784,4.100
785,3.900
786,3.978
787,4.078
788,4.011
789,4.044
790,3.889
791,3.922
792,4.089
793,4.278
794,4.144
795,4.211
796,4.011
797,4.122
798,4.189
799,4.189
800,4.289
801,4.178
802,4.200
803,4.244
804,4.278
805,4.300
806,4.156
807,4.411
808,4.322
809,4.222
810,4.222
811,4.422
812,4.356
813,4.244
814,4.289
815,4.300
816,4.433
817,4.444
818,4.411
819,4.456
820,4.289
821,4.422
822,4.644
823,4.722
824,4.744
825,4.733
826,4.722
827,4.978
828,5.167
829,5.011
830,5.100
831,5.222
832,5.289
833,5.511
834,5.467
835,5.400
836,5.722
837,5.922
838,5.789
839,5.811
840,5.811
841,5.844
842,5.967
843,6.167
844,6.000
845,6.244
846,6.422
847,6.300
848,6.156
849,6.178
850,6.256
851,6.178
852,6.322
853,6.367
854,6.278
855,6.244
856,6.533
857,6.411
858,6.367
859,6.522
860,6.522
861,6.556
862,6.478
863,6.411
864,6.489
865,6.400
866,6.467
867,6.689
868,6.244
869,6.500
870,6.556
871,6.789
872,6.644
873,6.800
874,7.000
875,6.667
876,6.944
877,7.200
878,7.078
879,7.211
880,7.156
881,7.344
882,7.444
883,7.222
884,7.478
885,7.578
886,7.567
887,7.444
888,7.367
889,7.489
890,7.700
891,7.644
892,7.600
893,7.667
894,7.689
895,7.667
896,7.756
897,7.511
898,7.611
899,7.567
900,7.611
901,7.533
902,7.522
903,7.600
904,7.500
905,7.622
906,7.556
907,7.622
908,7.333
909,7.233
910,7.311
911,7.256
912,7.122
913,7.067
914,6.989
915,6.667
916,6.811
917,6.811
918,6.378
919,6.511
920,6.333
921,6.422
922,6.400
923,6.311
924,6.333
925,6.378
926,6.156
927,6.256
928,6.356
