Distance_(pixels),Gray_Value
0,2.885
1,3.021
2,2.990
3,2.990
4,2.917
5,2.854
6,3.031
7,2.948
8,2.990
9,3.125
10,3.177
11,3.198
12,3.323
13,3.135
14,3.135
15,2.948
16,2.979
17,3.188
18,3.135
19,3.156
20,3.115
21,3.208
22,3.333
23,3.365
24,3.552
25,3.490
26,3.458
27,3.542
28,3.719
29,3.802
30,3.917
31,4.021
32,4.167
33,4.167
34,4.292
35,4.500
36,4.396
37,4.740
38,4.562
39,4.719
40,4.656
41,4.885
42,4.854
43,4.927
44,4.938
45,5.104
46,5.052
47,5.000
48,4.792
49,5.031
50,5.073
51,5.115
52,4.979
53,4.979
54,5.010
55,4.958
56,4.792
57,5.000
58,4.958
59,4.833
60,4.812
61,4.906
62,4.979
63,4.740
64,4.990
65,5.073
66,5.000
67,5.219
68,5.281
69,5.365
70,5.219
71,5.479
72,5.396
73,5.521
74,5.531
75,5.479
76,5.698
77,5.917
78,5.906
79,5.990
80,6.104
81,6.052
82,6.312
83,6.260
84,6.208
85,6.385
86,6.458
87,6.292
88,6.562
89,6.531
90,6.344
91,6.417
92,6.406
93,6.281
94,6.302
95,6.271
96,6.104
97,5.948
98,6.010
99,5.844
100,5.812
101,5.771
102,5.698
103,5.740
104,5.500
105,5.531
106,5.510
107,5.583
108,5.510
109,5.677
110,5.677
111,5.500
112,5.531
113,5.750
114,5.688
115,5.531
116,5.625
117,6.000
118,5.896
119,5.823
120,6.000
121,6.104
122,5.896
123,5.969
124,6.062
125,6.000
126,5.990
127,6.125
128,6.115
129,6.062
130,6.021
131,5.917
132,5.875
133,5.656
134,5.896
135,5.896
136,5.667
137,5.615
138,5.438
139,5.333
140,5.427
141,5.406
142,5.219
143,5.042
144,4.833
145,4.927
146,4.677
147,4.760
148,4.667
149,4.594
150,4.427
151,4.396
152,4.448
153,4.344
154,4.292
155,4.188
156,4.479
157,4.198
158,4.208
159,4.146
160,4.323
161,4.354
162,4.385
163,4.385
164,4.135
165,4.375
166,4.354
167,4.344
168,4.479
169,4.427
170,4.375
171,4.219
172,4.167
173,4.396
174,4.062
175,4.000
176,4.125
177,4.083
178,3.990
179,4.167
180,4.094
181,3.833
182,3.583
183,3.740
184,3.500
185,3.385
186,3.417
187,3.417
188,3.229
189,2.948
190,3.042
191,2.927
192,2.740
193,2.823
194,2.729
195,2.896
196,2.698
197,2.594
198,2.823
199,2.885
200,2.812
201,2.760
202,2.906
