Distance_(pixels),Gray_Value
0,2.233
1,2.272
2,2.272
3,2.204
4,2.175
5,2.252
6,2.447
7,2.291
8,2.369
9,2.408
10,2.223
11,2.330
12,2.320
13,2.330
14,2.379
15,2.340
16,2.505
17,2.427
18,2.534
19,2.485
20,2.282
21,2.485
22,2.583
23,2.563
24,2.612
25,2.767
26,2.476
27,2.612
28,2.728
29,2.757
30,2.942
31,3.262
32,3.146
33,3.330
34,3.408
35,3.301
36,3.311
37,3.515
38,3.699
39,3.796
40,3.961
41,3.942
42,3.961
43,3.981
44,4.049
45,4.282
46,4.282
47,4.117
48,4.107
49,4.223
50,4.330
51,4.233
52,4.388
53,4.311
54,4.350
55,4.117
56,4.058
57,4.282
58,4.291
59,4.320
60,4.184
61,4.058
62,4.204
63,4.204
64,4.204
65,4.311
66,4.291
67,4.262
68,4.243
69,4.330
70,4.456
71,4.602
72,4.767
73,4.806
74,4.825
75,5.097
76,5.233
77,5.340
78,5.398
79,5.583
80,5.612
81,5.845
82,5.932
83,6.019
84,6.078
85,6.214
86,6.282
87,6.282
88,6.204
89,6.476
90,6.476
91,6.311
92,6.320
93,6.427
94,6.252
95,6.184
96,5.922
97,6.175
98,6.087
99,5.854
100,5.913
101,5.922
102,5.553
103,5.592
104,5.680
105,5.417
106,5.534
107,5.485
108,5.417
109,5.466
110,5.456
111,5.340
112,5.505
113,5.709
114,5.670
115,5.796
116,5.883
117,5.942
118,5.932
119,5.971
120,6.146
121,6.311
122,6.262
123,6.359
124,6.544
125,6.650
126,6.738
127,6.796
128,7.029
129,6.806
130,6.874
131,6.883
132,6.883
133,6.990
134,6.942
135,6.796
136,6.854
137,6.816
138,6.816
139,6.592
140,6.369
141,6.243
142,6.223
143,6.010
144,6.010
145,5.748
146,5.408
147,5.427
148,5.359
149,5.155
150,5.233
151,5.010
152,5.136
153,4.913
154,4.777
155,4.883
156,5.000
157,4.942
158,4.922
159,4.913
160,5.000
161,5.146
162,5.175
163,5.184
164,4.981
165,5.223
166,5.204
167,5.204
168,5.340
169,5.350
170,5.272
171,5.350
172,5.311
173,5.233
174,5.379
175,5.204
176,5.097
177,5.282
178,5.107
179,5.039
180,4.942
181,4.854
182,4.913
183,4.650
184,4.515
185,4.408
186,4.146
187,4.000
188,4.039
189,3.971
190,3.718
191,3.466
192,3.320
193,3.282
194,3.311
195,3.097
196,3.049
197,3.243
198,3.000
199,3.049
200,3.117
201,3.097
202,3.029
203,3.097
204,3.126
205,2.854
206,2.893
207,3.078
208,3.107
209,2.971
210,3.068
211,2.990
212,2.932
213,3.058
214,3.078
215,3.049
216,3.068
217,3.019
218,2.990
219,2.971
220,3.019
221,2.971
222,2.922
223,2.864
224,2.709
225,2.806
226,2.621
227,2.515
228,2.515
229,2.563
230,2.563
231,2.427
232,2.466
233,2.447
234,2.291
235,2.252
236,2.291
237,2.369
238,2.379
239,2.243
240,2.291
241,2.252
242,2.466
243,2.553
244,2.388
245,2.437
246,2.621
247,2.777
248,2.893
249,2.718
250,2.806
251,3.126
252,3.301
253,3.379
254,3.583
255,3.670
256,3.864
257,3.864
258,4.087
259,4.078
260,4.427
261,4.534
262,4.534
263,4.553
264,4.738
265,4.864
266,5.087
267,5.330
268,5.194
269,5.155
270,5.311
271,5.272
272,5.485
273,5.534
274,5.447
275,5.515
276,5.563
277,5.485
278,5.515
279,5.573
280,5.786
281,5.816
282,5.971
283,6.282
284,6.379
285,6.320
286,6.825
287,6.835
288,7.097
289,7.505
290,7.913
291,8.359
292,8.621
293,9.039
294,9.495
295,10.126
296,10.689
297,11.369
298,11.650
299,12.214
300,12.913
301,13.301
302,13.854
303,14.476
304,14.951
305,15.476
306,15.961
307,16.194
308,16.612
309,16.835
310,17.223
311,17.505
312,17.563
313,17.699
314,17.835
315,17.816
316,18.039
317,17.893
318,17.864
319,17.816
320,18.155
321,18.214
322,17.728
323,17.951
324,18.058
325,18.194
326,17.990
327,18.252
328,18.825
329,18.981
330,19.641
331,20.223
332,20.660
333,21.515
