Distance_(pixels),Gray_Value
0,1.981
1,2.087
2,1.981
3,2.097
4,2.146
5,2.068
6,2.029
7,2.262
8,1.922
9,2.029
10,2.194
11,2.252
12,2.136
13,2.155
14,2.330
15,2.350
16,2.155
17,2.398
18,2.398
19,2.437
20,2.417
21,2.466
22,2.583
23,2.583
24,2.369
25,2.670
26,2.786
27,2.903
28,3.117
29,3.010
30,3.165
31,3.252
32,3.417
33,3.466
34,3.340
35,3.495
36,3.583
37,3.602
38,3.748
39,3.718
40,3.796
41,3.660
42,3.835
43,3.990
44,3.854
45,3.874
46,3.806
47,3.942
48,3.845
49,3.990
50,4.117
51,3.961
52,3.971
53,3.971
54,4.029
55,3.913
56,4.039
57,4.010
58,3.883
59,3.913
60,4.029
61,4.029
62,4.010
63,4.165
64,4.272
65,4.214
66,4.301
67,4.175
68,4.408
69,4.631
70,4.777
71,4.748
72,4.748
73,5.029
74,5.184
75,5.087
76,5.233
77,5.379
78,5.476
79,5.641
80,5.883
81,5.961
82,5.835
83,5.816
84,5.942
85,6.068
86,6.039
87,6.058
88,5.903
89,5.961
90,6.097
91,5.835
92,5.981
93,5.932
94,5.806
95,5.854
96,5.748
97,5.728
98,5.592
99,5.544
100,5.631
101,5.447
102,5.563
103,5.417
104,5.466
105,5.369
106,5.214
107,5.427
108,5.427
109,5.311
110,5.456
111,5.534
112,5.427
113,5.553
114,5.709
115,5.660
116,5.689
117,5.845
118,5.903
119,5.961
120,5.922
121,6.107
122,6.272
123,6.107
124,6.243
125,6.466
126,6.563
127,6.524
128,6.641
129,6.650
130,6.689
131,6.709
132,6.670
133,6.738
134,6.631
135,6.524
136,6.680
137,6.369
138,6.272
139,6.320
140,6.068
141,5.883
142,5.893
143,5.689
144,5.437
145,5.583
146,5.320
147,5.233
148,5.184
149,5.039
150,4.951
151,4.854
152,4.670
153,4.835
154,4.699
155,4.767
156,4.835
157,4.689
158,4.699
159,4.777
160,4.903
161,4.786
162,4.864
163,4.757
164,4.835
165,4.728
166,4.854
167,4.864
168,4.913
169,4.981
170,4.854
171,4.981
172,5.039
173,4.883
174,5.029
175,4.922
176,4.893
177,4.854
178,4.718
179,4.845
180,4.777
181,4.689
182,4.534
183,4.243
184,4.194
185,4.136
186,3.981
187,3.990
188,3.767
189,3.689
190,3.466
191,3.350
192,3.272
193,3.233
194,3.068
195,3.117
196,2.951
197,2.990
198,3.097
199,2.951
200,2.718
201,2.893
202,2.757
203,2.544
204,2.660
205,2.806
206,2.757
207,2.757
208,2.777
209,2.757
210,2.738
211,2.806
212,2.845
213,2.835
214,2.922
215,2.806
216,2.718
217,2.816
218,2.835
219,2.825
220,2.748
221,2.689
222,2.544
223,2.592
224,2.544
225,2.544
226,2.534
227,2.553
228,2.408
229,2.388
230,2.369
231,2.379
232,2.262
233,2.291
234,2.184
235,2.184
236,2.291
237,2.262
238,2.301
239,2.408
240,2.631
241,2.767
242,2.670
243,2.689
244,2.718
245,2.835
246,3.029
247,2.971
248,3.029
249,3.262
250,3.592
251,3.670
252,3.592
253,3.893
254,3.971
255,4.204
256,4.117
257,4.252
258,4.350
259,4.515
260,4.408
261,4.515
262,4.670
263,4.485
264,4.650
265,4.922
266,4.864
267,4.689
268,4.757
269,4.883
270,4.913
271,4.893
272,4.990
273,5.068
274,5.049
275,5.136
276,5.320
277,5.320
278,5.573
279,5.893
280,6.078
281,6.621
282,6.602
283,6.718
284,7.223
285,7.689
286,7.874
287,8.417
288,8.845
289,9.340
290,9.650
291,9.864
292,10.641
293,11.214
294,11.660
295,12.117
296,12.553
297,12.981
298,13.515
299,13.699
300,14.126
301,14.621
302,14.971
303,15.146
304,15.359
305,15.641
306,15.864
307,16.146
308,16.291
309,16.311
310,16.398
311,16.417
312,16.660
313,16.777
314,16.796
315,16.505
316,16.689
317,16.913
318,17.301
319,17.155
320,17.252
321,17.524
322,18.107
323,18.369
324,18.515
325,18.932
326,19.650
327,19.981
328,20.757
329,21.515
330,22.087
331,22.942
332,24.320
333,25.214
334,26.068
335,27.485
336,28.379
337,29.563
338,30.641
339,31.563
340,32.709
341,33.660
342,34.728
343,35.437
344,36.097
345,36.786
346,37.320
347,37.718
348,38.437
349,38.942
350,39.000
351,38.806
352,39.184
353,39.010
354,38.883
355,38.990
356,38.913
357,38.689
358,38.282
359,38.252
360,38.029
361,38.146
362,38.175
363,38.233
364,38.184
365,38.350
366,38.544
367,39.000
368,39.165
369,39.738
370,40.670
371,41.456
372,42.515
373,43.825
374,44.553
375,45.689
376,47.058
377,48.748
378,50.350
379,52.350
380,53.767
381,55.010
382,56.612
383,58.602
384,60.417
385,61.427
386,63.155
387,64.748
388,65.252
389,66.485
390,67.515
391,67.961
392,68.777
393,69.379
394,69.505
395,69.796
396,69.689
397,69.291
398,69.155
399,68.689
400,68.214
401,67.456
402,67.330
403,66.981
404,65.466
405,64.825
406,64.233
407,64.223
408,63.718
409,63.282
410,62.971
411,62.893
412,62.816
413,63.340
414,64.252
415,64.825
416,65.427
417,66.922
418,68.495
419,69.932
420,71.359
421,73.019
422,74.515
423,77.000
424,79.107
425,80.951
426,83.126
427,85.408
428,87.427
429,89.709
430,91.165
431,92.282
432,94.049
433,95.767
434,96.971
435,97.670
436,98.243
437,98.767
438,99.243
439,98.883
440,98.359
441,98.194
442,97.592
443,96.495
444,95.019
445,94.408
446,93.184
447,91.612
448,90.913
449,88.990
450,87.748
451,86.602
452,85.777
453,85.117
454,83.835
455,83.447
456,82.699
457,82.466
458,82.767
459,82.660
460,83.165
461,83.563
462,84.748
463,85.913
464,87.650
465,89.214
466,91.573
467,93.330
468,94.845
469,96.738
470,99.029
471,101.117
472,103.117
473,105.010
474,107.097
475,108.951
476,110.951
477,112.000
478,112.476
479,113.602
480,114.369
481,114.883
482,114.175
483,113.689
484,113.068
485,112.476
486,111.515
487,110.097
488,108.738
489,107.039
490,105.495
491,103.204
492,101.786
493,99.903
494,98.049
495,96.252
496,94.670
497,93.408
498,92.000
499,90.748
500,89.913
501,89.058
502,88.961
503,89.223
504,88.718
505,89.194
506,89.738
507,91.117
508,92.641
509,94.029
510,96.301
511,98.068
512,99.583
513,101.136
514,103.456
515,105.786
516,107.359
517,108.951
518,110.816
519,113.117
520,113.427
521,114.583
522,115.553
523,116.495
524,116.835
525,116.942
526,116.806
527,115.990
528,114.301
529,113.573
530,112.311
531,110.485
532,108.951
533,107.204
534,104.835
535,102.689
536,100.612
537,98.806
538,96.738
539,94.282
540,92.155
541,91.117
542,89.961
543,88.466
544,86.699
545,85.913
546,85.447
547,84.922
548,84.553
549,84.854
550,85.485
551,86.476
552,87.320
553,87.524
554,88.699
555,89.922
556,91.524
557,93.408
558,95.175
559,96.184
560,97.427
561,98.476
562,99.942
563,100.612
564,101.359
565,102.466
566,102.748
567,103.087
568,103.029
569,102.825
570,102.155
571,101.019
572,100.078
573,98.718
574,97.068
575,95.544
576,93.214
577,90.680
578,88.476
579,86.340
580,84.165
581,82.631
