Distance_(pixels),Gray_Value
0,2.311
1,2.456
2,2.427
3,2.398
4,2.515
5,2.583
6,2.544
7,2.767
8,2.709
9,2.786
10,3.010
11,2.903
12,3.039
13,2.981
14,3.029
15,3.117
16,3.223
17,3.359
18,3.524
19,3.680
20,3.544
21,3.709
22,3.932
23,3.854
24,3.670
25,3.825
26,3.903
27,3.845
28,3.913
29,3.845
30,3.961
31,3.845
32,3.971
33,4.146
34,4.233
35,3.942
36,3.922
37,4.078
38,4.194
39,4.243
40,4.330
41,4.330
42,4.272
43,4.243
44,4.388
45,4.515
46,4.621
47,4.544
48,4.495
49,4.466
50,4.699
51,4.748
52,4.689
53,4.922
54,4.883
55,5.097
56,5.175
57,5.117
58,5.233
59,5.388
60,5.379
61,5.466
62,5.379
63,5.583
64,5.650
65,5.806
66,5.806
67,5.883
68,5.845
69,5.990
70,6.117
71,6.301
72,6.058
73,6.078
74,6.175
75,6.311
76,6.146
77,6.398
78,6.311
79,6.175
80,6.466
81,6.417
82,6.311
83,6.369
84,6.301
85,6.369
86,6.301
87,6.350
88,6.311
89,6.417
90,6.447
91,6.388
92,6.320
93,6.417
94,6.340
95,6.340
96,6.204
97,6.437
98,6.369
99,6.447
100,6.350
101,6.485
102,6.592
103,6.330
104,6.505
105,6.456
106,6.447
107,6.408
108,6.398
109,6.583
110,6.534
111,6.495
112,6.650
113,6.573
114,6.553
115,6.641
116,6.680
117,6.835
118,6.786
119,7.019
120,6.951
121,7.000
122,7.049
123,7.019
124,6.893
125,7.049
126,7.272
127,7.029
128,7.010
129,7.097
130,6.981
131,6.650
132,6.786
133,6.573
134,6.417
135,6.398
136,6.388
137,6.194
138,6.107
139,5.903
140,6.029
141,5.816
142,5.534
143,5.602
144,5.612
145,5.524
146,5.408
147,5.437
148,5.301
149,5.330
150,5.330
151,5.262
152,5.078
153,5.223
154,5.184
155,5.019
156,5.175
157,5.301
158,5.019
159,5.010
160,5.184
161,5.165
162,5.291
163,5.214
164,5.049
165,5.291
166,5.291
167,5.359
168,5.243
169,5.291
170,5.262
171,5.087
172,5.194
173,5.049
174,4.961
175,4.825
176,4.767
177,4.825
178,4.650
179,4.388
180,4.320
181,4.126
182,4.000
183,3.932
184,3.806
185,3.728
186,3.786
187,3.466
188,3.631
189,3.485
190,3.282
191,3.223
192,3.204
193,3.117
194,2.913
195,3.049
196,3.068
197,2.961
198,2.990
199,3.010
200,3.010
201,3.019
202,3.019
203,3.068
204,3.223
205,3.155
206,2.806
207,2.990
208,3.068
209,3.117
210,3.087
211,3.039
212,2.893
213,2.767
214,2.932
215,2.922
216,2.893
217,2.845
218,2.903
219,2.825
220,2.796
221,2.942
222,2.874
223,2.864
224,2.874
225,2.816
226,3.136
227,3.204
228,3.049
229,3.000
230,3.282
231,3.427
232,3.427
233,3.340
234,3.660
235,3.680
236,3.893
237,4.039
238,3.835
239,4.049
240,4.223
241,4.320
242,4.485
243,4.631
244,4.534
245,4.612
246,4.699
247,4.786
248,4.825
249,4.767
250,4.786
251,4.728
252,4.864
253,4.903
254,5.039
255,5.049
256,5.068
257,5.117
258,5.068
259,5.087
260,5.184
261,5.282
262,5.466
263,5.757
264,5.971
265,6.097
266,6.262
267,6.592
268,6.786
269,7.291
270,7.592
271,7.961
272,8.495
273,8.728
274,9.272
275,9.816
276,10.282
277,10.777
278,11.117
279,11.631
280,12.136
281,12.495
282,12.796
283,13.340
284,13.738
285,14.301
286,14.631
287,14.641
288,15.126
289,15.301
290,15.466
291,15.728
292,15.893
293,16.078
294,16.243
295,16.330
296,16.660
297,16.767
298,16.689
299,16.845
300,16.922
301,16.932
302,17.369
303,17.534
304,17.816
305,18.000
306,18.340
307,18.689
308,19.117
309,19.990
310,20.252
311,20.631
312,21.612
313,22.437
314,23.049
315,23.485
316,24.350
317,25.534
318,26.097
319,27.175
320,28.019
321,28.602
322,29.990
323,31.019
324,31.466
325,32.621
326,33.718
327,34.583
328,35.417
329,36.078
330,36.680
331,37.204
332,37.903
333,38.417
334,38.738
335,39.233
336,39.563
337,39.680
338,40.068
339,40.010
340,40.350
341,40.534
342,40.573
343,41.155
344,40.845
345,40.748
346,41.155
347,41.553
348,41.621
349,41.767
350,42.301
351,42.709
352,43.631
353,44.583
354,45.136
355,45.282
356,46.330
357,47.359
358,48.641
359,49.243
360,50.262
361,51.612
362,52.913
363,54.340
364,55.476
365,56.117
366,57.437
367,58.699
368,60.097
369,61.388
370,62.631
371,63.311
372,64.505
373,65.340
374,66.680
375,67.417
376,68.039
377,69.282
378,69.612
379,70.078
380,70.631
381,71.165
382,71.379
383,71.845
384,72.049
385,72.515
386,72.777
387,72.612
388,72.641
389,73.010
390,73.427
391,73.612
392,73.087
393,73.757
394,74.301
395,74.019
396,74.165
397,74.816
398,75.369
399,75.874
400,76.583
401,76.971
402,77.592
403,78.534
404,79.330
405,80.757
406,81.427
407,82.039
408,83.961
409,85.117
410,86.379
411,87.583
412,88.311
413,88.757
414,90.485
415,91.903
416,93.243
417,94.087
418,94.951
419,96.408
420,97.786
421,98.350
422,99.049
423,100.155
424,100.796
425,101.583
426,101.932
427,102.796
428,103.204
429,103.029
430,103.476
431,103.660
432,103.825
433,104.117
434,103.641
435,102.874
436,103.845
437,103.922
438,103.592
439,103.612
440,102.942
441,102.883
