x-axis,1,2
second,Volt,Volt
-25.00000E-03,-18.35898256E+00,-8.25314075E+00
-24.97500E-03,-18.35898256E+00,-8.05213572E+00
-24.95000E-03,-18.35898256E+00,-8.05213572E+00
-24.92500E-03,-18.35898256E+00,-7.85113069E+00
-24.90000E-03,-18.35898256E+00,-7.85113069E+00
-24.87500E-03,-18.15797754E+00,-7.85113069E+00
-24.85000E-03,-18.35898256E+00,-7.85113069E+00
-24.82500E-03,-18.35898256E+00,-7.65012567E+00
-24.80000E-03,-18.35898256E+00,-7.65012567E+00
-24.77500E-03,-18.35898256E+00,-7.44912064E+00
-24.75000E-03,-18.35898256E+00,-7.44912064E+00
-24.72500E-03,-18.35898256E+00,-7.44912064E+00
-24.70000E-03,-18.35898256E+00,-7.44912064E+00
-24.67500E-03,-18.15797754E+00,-7.24811561E+00
-24.65000E-03,-18.15797754E+00,-7.24811561E+00
-24.62500E-03,-18.15797754E+00,-7.04711059E+00
-24.60000E-03,-18.15797754E+00,-7.04711059E+00
-24.57500E-03,-17.95697251E+00,-7.04711059E+00
-24.55000E-03,-18.15797754E+00,-6.84610556E+00
-24.52500E-03,-17.95697251E+00,-6.84610556E+00
-24.50000E-03,-17.95697251E+00,-6.64510053E+00
-24.47500E-03,-17.95697251E+00,-6.64510053E+00
-24.45000E-03,-17.95697251E+00,-6.44409551E+00
-24.42500E-03,-17.75596748E+00,-6.44409551E+00
-24.40000E-03,-17.75596748E+00,-6.24309048E+00
-24.37500E-03,-17.55496246E+00,-6.04208545E+00
-24.35000E-03,-17.55496246E+00,-6.04208545E+00
-24.32500E-03,-17.35395743E+00,-5.84108043E+00
-24.30000E-03,-17.35395743E+00,-5.84108043E+00
-24.27500E-03,-17.15295240E+00,-5.64007540E+00
-24.25000E-03,-17.35395743E+00,-5.43907037E+00
-24.22500E-03,-16.95194738E+00,-5.43907037E+00
-24.20000E-03,-16.95194738E+00,-5.03706032E+00
-24.17500E-03,-16.95194738E+00,-5.03706032E+00
-24.15000E-03,-16.75094235E+00,-4.83605529E+00
-24.12500E-03,-16.54993732E+00,-4.83605529E+00
-24.10000E-03,-16.54993732E+00,-4.63505027E+00
-24.07500E-03,-16.54993732E+00,-4.43404524E+00
-24.05000E-03,-16.34893230E+00,-4.23304021E+00
-24.02500E-03,-16.14792727E+00,-4.23304021E+00
-24.00000E-03,-16.14792727E+00,-4.03203519E+00
-23.97500E-03,-16.14792727E+00,-3.83103016E+00
-23.95000E-03,-15.94692224E+00,-3.63002513E+00
-23.92500E-03,-15.94692224E+00,-3.63002513E+00
